title,description,points,price,variety,region_1,variety_region
Louis M. Martini 2010 Lot. No. 1 Cabernet Sauvignon (Napa Valley),"Jammy blackberry and blueberry flavors highlight this 100% Cab, along with plenty of sweet new oak. The tannins are bold, but ultra-refined. High alcohol lends some heat as well as a glycerine feel. It's an unctuous, delicious wine, although slightly overripe.",88,145.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Bric Cenciurio 2013 Coste di Rose  (Barolo),"This wine's inviting aromas of tar, menthol and rose take shape in the glass. The elegant palate doles out red cherry, cranberry and dried herb flavors set against a backdrop of refined tannins and bright acidity. Drink 2021–2028.",92,59.0,Nebbiolo,Barolo,Nebbiolo-Barolo
Chehalem 2012 Sext Riesling (Willamette Valley),"This delicately spritzy Riesling carries a whiff of orange rind, along with fresh flavors of lightly sweet tree fruits. Tasty on its own, or use it as a mixer for cocktails or punches.",88,24.0,Riesling,Willamette Valley,Riesling-Willamette Valley
Law 2011 Intrepid Syrah (Paso Robles),"Winemaker Scott Hawley delivers deep and dark aromas of blueberry and mint against a backdrop of bacon fat and barrel smoke. The mouthfeel is rich and lush, with more blueberry plus anise, black licorice and a canvas of minty herbs that also reveal a touch of bitterness.",92,65.0,Syrah,Paso Robles,Syrah-Paso Robles
Arista 2014 Pinot Noir (Russian River Valley),"A best-of blend from several of the producer's vineyard sites, this wine explodes in flavor and complexity as though celebrating each site's individual beauty and potential. Black pepper and crisp orange and pomegranate flavors show through its layered and focused texture—a savory package with a seemingly endless finish.",96,54.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Pianetta 2012 Petite Sirah (Paso Robles),"Blackberry-laced chocolate syrup, black cherry extract, freshly tanned leather and sweet tobacco leaf join forces to power a remarkable wine from this winery near San Miguel, where the owning family first planted vines in 1997. The palate shows black olives, leather, tobacco, clove, black cardamom and dried black cherries, all held together by solid tannic grip.",93,34.0,Petite Sirah,Paso Robles,Petite Sirah-Paso Robles
Martha Clara 2014 Chardonnay (North Fork of Long Island),"Whiffs of sea breeze led a saline tone to fresh apple and pear flavors in this brisk, light-bodied wine. It's crisp and approachable, finishing on slightly dilly, herbal note.",86,20.0,Chardonnay,North Fork of Long Island,Chardonnay-North Fork of Long Island
Terroirs et Talents 2013 Cuvée Claude Brosse  (Saint-Véran),"This wine is ripe, packed with tropical fruit and rich acidity. A hint of vanilla has rounded the wine out, giving a full body to the delicious fruitiness. Opulent and generous, it is kept in order by final, aromatic acidity. Drink from 2016.",91,,Chardonnay,Saint-Véran,Chardonnay-Saint-Véran
Bailly-Lapierre NV Réserve Brut  (Crémant de Bourgogne),"Bailly is believed to be the home village of Crémant de Bourgogne. With its north Burgundy situation, close to Champagne, it is able to produce cool wines like this. The acidity and the white fruits are lively and bright, with a soft textured and balanced acidity. Drink now.",88,23.0,Sparkling Blend,Crémant de Bourgogne,Sparkling Blend-Crémant de Bourgogne
Château Dutruch Grand Poujeaux 2005  Moulis-en-Médoc,"Ripe, elegant wine, balancing fresh currant and red plum fruits against a mineral, dry structure. The acidity, the pure fruits and the solid tannins all work harmoniously together.",90,,Bordeaux-style Red Blend,Moulis-en-Médoc,Bordeaux-style Red Blend-Moulis-en-Médoc
Jim Barry 2016 The Lodge Hill Dry Riesling (Clare Valley),"This starts off with scents of melon and wet stone. A sense of plumpness unfolds on the attack, then accelerates across the palate in a burst of bright, citrusy acids. A tactile, silky edge to the finish adds length and complexity.",91,19.0,Riesling,Clare Valley,Riesling-Clare Valley
Il Paradiso di Manfredi 2007  Brunello di Montalcino,"Soulful and smooth, this conveys classic Sangiovese fragrances of ripe black cherry, leather, scorched earth, baking spice and crushed violet. The savory palate doles out ripe wild cherry, cinnamon, grilled herb, tobacco and mineral alongside big, velvety tannins and surprising freshness for the vintage. It's already delicious but will age for years. Drink through 2027. Grand Cru Selections, Oliver McCrum Wines.",94,102.0,Sangiovese,Brunello di Montalcino,Sangiovese-Brunello di Montalcino
André Kientzler 2015 Geisberg Grand Cru Riesling (Alsace),"The nose is slightly subdued with a faint touch of lemon balm and orange. The palate unpacks this with notes of both citrus and earth. There is something textured about that earthy feel, while all the freshness of lemon and orange zest dazzles the senses. This has purity and precision which lend a sense of weightlessness despite the undoubted power of the wine. The finish is wonderfully dry, refreshing and absolutely lip-smacking. Drink 2017–2030.",94,39.0,Riesling,Alsace,Riesling-Alsace
Santa Barbara 2012 Le Vaglie  (Verdicchio dei Castelli di Jesi Classico),"This opens with intense fragrances of peach and apricot that carry over to the palate alongside a juicy lemon flavor. It also boasts mouthwatering salinity and mineral sensations and, while it's delicious now, hold for 2–3 years to develop additional dimensions of flavor.",89,25.0,Verdicchio,Verdicchio dei Castelli di Jesi Classico,Verdicchio-Verdicchio dei Castelli di Jesi Classico
Terras Gauda 2014 La Mar White (Rías Baixas),"This chunky, funky blend is led by the local Caiño Blanco grape, with Loureiro and Albariño in the mix. Lanolin is a more prominent aroma than any particular fruit, and this wine feels round but mature. Peach and dried melon flavors finish with little drive. Drink immediately.",88,40.0,White Blend,Rías Baixas,White Blend-Rías Baixas
Mountain Door 2014 Malbec (Mendoza),"Herbaceous red-fruit and forced fiery oak aromas give this a spicy, almost Pinot Noir-like nose. Raw as nails on the palate, this tastes like herbal green strawberry and chemicals. Weedy on the finish.",80,10.0,Malbec,Mendoza,Malbec-Mendoza
Pianetta 2014 Petite Sirah (Paso Robles),"This attention-grabber hits the palate with reckless abandon. Stewed black plum and sugar plum aromas meet vanilla and strawberry pie scents on the lush nose. It's plush with creamy coffee, milk chocolate, blackberry and black cherry flavors, framed by soft tannins and a fine streak of acidity. Rather delicious.",92,38.0,Petite Sirah,Paso Robles,Petite Sirah-Paso Robles
Cantine Sant'Agata 2007 Pro Nobis  (Ruché di Castagnole Monferrato),"Pro Nobis is a good example of the Ruché grape (a mysterious variety from Piedmont with some similarities to Brachetto). The wine offers aromas of wild berries and blue violets, backed by medium consistency and bright acidity. Pair it with cheesy pasta dishes.",87,26.0,Ruché,Ruché di Castagnole Monferrato,Ruché-Ruché di Castagnole Monferrato
Vindivin 2016 La Belle Saison Sauvignon Blanc (Vin de France),"This crisp, clean and zesty wine is lightly herbal and immediately appealing. It's full of citrus and gooseberry flavors and is ready to drink.",85,10.0,Sauvignon Blanc,Vin de France,Sauvignon Blanc-Vin de France
Agricola Punica 2008 Barrua Red (Isola dei Nuraghi),"This is a sophisticated blend of Carignano, Cabernet Sauvignon and Merlot, and it's always delightful. This vintage shows intense, soft notes of dried sage and rosemary.",92,60.0,Red Blend,Isola dei Nuraghi,Red Blend-Isola dei Nuraghi
J. Wilkes 2013 Pinot Noir (Sta. Rita Hills),"This is a solid Pinot Noir for just $30, with clove- and vanilla-laced cherry pie notes on the nose, evoking warm pastry crust. Deep pomegranate and blackberry flavors show on the palate, as does more baking spice, crushed slate and wet clay minerality.",91,30.0,Pinot Noir,Sta. Rita Hills,Pinot Noir-Sta. Rita Hills
Château Roquevieille 2011  Castillon Côtes de Bordeaux,"For a 2011, the wine has surprising maturity that makes it ready to drink now. Rounded berry fruits merge into the soft tannins, leaving an attractive, juicy aftertaste. Drink until 2018.",86,,Bordeaux-style Red Blend,Castillon Côtes de Bordeaux,Bordeaux-style Red Blend-Castillon Côtes de Bordeaux
Silverado 2011 SOLO Cabernet Sauvignon (Stags Leap District),"Solo comes from the winery's estate vineyard, the third vineyard planted to Cabernet Sauvignon in the Stags Leap District. It is elegant and old-school in style, pretty in violets and red berries, with a juicy, soft texture. It begs for steak.",91,100.0,Cabernet Sauvignon,Stags Leap District,Cabernet Sauvignon-Stags Leap District
Uptick Vineyards 2011 Estate Syrah (Russian River Valley),"Forest, cola and grilled mushroom flavors punctuate the experience of this light-bodied wine that's subdued in structure and soft on the palate. Blueberry and white pepper notes close out the finish.",90,42.0,Syrah,Russian River Valley,Syrah-Russian River Valley
Château du Port 2014 Tertre-Perdigous Malbec-Merlot (Cahors),"This pure Malbec is generous and ripe. It has concentration and dark berry fruits that come strongly through the tannic structure. As it develops, its texture will become increasingly more velvety, bringing out richness. Wait until 2018.",88,16.0,Malbec-Merlot,Cahors,Malbec-Merlot-Cahors
Parducci 2012 Small Lot Blend Cabernet Sauvignon (North Coast),Aromas and flavors of black cherries and pomegranate juice fill this medium-bodied and sturdy-textured wine. A generous helping of tannin gives it a firm mouthfeel and more than stands up to the generous fruit flavors. Drink now through 2020.,86,14.0,Cabernet Sauvignon,North Coast,Cabernet Sauvignon-North Coast
Trapiche 2012 Terroir Series Finca Orellana Single Vineyard Malbec (La Consulta),"This Malbec is strangely exotic, with unusual floral aromas that blend in Middle Eastern spices including cardamom. Massive and borderline over-extracted, this tastes earthy and baked, with herbal blackberry flavors. A blackened, peppery flavor dominates a finish that comes across as stewed.",89,55.0,Malbec,La Consulta,Malbec-La Consulta
Tamayo Family 2005 Cabernet Sauvignon (Napa Valley),"Here's a rich, densely layered Cab. It's showing complex flavors of black currants, dark chocolate and cedar. The tannins are a little edgy, giving the wine an astringent bite that could mellow out with mid-term aging.",87,30.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Domaine Pascal et Mireille Renaud 2014 Aux Bouthières  (Pouilly-Fuissé),"Produced from 100-year-old vines, this wine has been aged for nearly three years and has lost its intense fruitiness. Wood and spice flavors are present along with a perfumed intensity and toastiness. Drink this wine now.",92,38.0,Chardonnay,Pouilly-Fuissé,Chardonnay-Pouilly-Fuissé
Château de Pizay 2015 Cuvée du Py  (Morgon),"From the famed slope of the Côtes de Py, this wine sums up both the great terroir and a great vintage. It has structure, with dry tannins permeating the ripe, rounded fruit. Its potential is considerable, anchored in great fruitiness and finishing acidity. Drink from 2019.",92,25.0,Gamay,Morgon,Gamay-Morgon
Eberle 2013 Eberle Estate Vineyard Chardonnay (Paso Robles),"The nose on this wine from regional pioneer Gary Eberle is reserved at first, then releases seared lemon, tightly wound stone fruit, soft butter and caramel nibs. There is a pleasant weight on the medium-density palate, with sour-leaning flavors of Granny Smith apple peels, lime rinds and some riper honeydew melon.",86,22.0,Chardonnay,Paso Robles,Chardonnay-Paso Robles
Dusted Valley 2014 Petite Sirah (Wahluke Slope),"This wine's matchstick, dark fruit, vanilla, herb and spice aromas are brooding. It's full and rich on the palate, with dark fruit flavors that linger on the finish.",89,42.0,Petite Sirah,Wahluke Slope,Petite Sirah-Wahluke Slope
Williams Selyem 2014 Williams Selyem Estate Vineyard Pinot Noir (Russian River Valley),"This is a soft, complex and floral wine, sourced from an estate vineyard on Westside Road. Black cherry, tangerine and oak reduction make for a bright, brooding combination of medium-bodied lushness and subtle power.",94,105.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Domaine Torraccia 2013 Red (Corse Porto Vecchio),"Produced from organically grown grapes, this wine is soft, with raspberry flavors and acidity in equal abundance. It's light in color, tastes mature and should be drunk now.",86,20.0,Red Blend,Corse Porto Vecchio,Red Blend-Corse Porto Vecchio
Bellavista 2004 Gran Cuvée Brut Sparkling (Franciacorta),"This Brut expression from northern Italy boasts elegant aromas of honeysuckle, stone fruit, spice and crushed almonds. The wine is clean and smooth with creamy effervescence that sits tight over the palate.",91,,Sparkling Blend,Franciacorta,Sparkling Blend-Franciacorta
Gazur 2006  Ribera del Duero,"Fairly gassy and sulfuric off the bat, so the nose isn't ideal. Patience will be partially rewarded with jammy strawberry and raspberry flavors along with mocha. However, it never does fully get rolling. It settles on solid but midlevel red-fruit flavors and a similar mouthfeel.",85,18.0,Tempranillo Blend,Ribera del Duero,Tempranillo Blend-Ribera del Duero
En Fuego NV Brut Reserva Sparkling (Cava),"Aromas of scrambled eggs are cidery and flat. This feels soft and unfocused, with low acidity and a mild bead. Green flavors of lettuce and herbs are more salad-like than fruity, while the finish is soft and lacking in edge.",84,13.0,Sparkling Blend,Cava,Sparkling Blend-Cava
Louis Jadot 2013 Les Pucelles Premier Cru  (Puligny-Montrachet),"This beautifully balanced wine shows toast that counterpoints the generous yellow fruits and acidity. It's a ripe wine, touched by honey, spice and peach flavors. The aftertaste, with its total freshness, is crisp, lively, mouthfilling and refreshing. Drink from 2018.",94,208.0,Chardonnay,Puligny-Montrachet,Chardonnay-Puligny-Montrachet
Beaucanon 1998 Jacques de Connick Cabernet Sauvignon (Napa Valley),"The best Napa Cabs are soft, concentrated and supple. This pretty wine is all that. It combines the power of sun-ripened fruit with a reluctance on the winemaker's part to overwhelm. This dry wine impresses through restraint, not a knock to the head. The right foods will make it sing.",92,65.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Jorian Hill 2008 BEEspoke Red (Santa Ynez Valley),"This Syrah and Grenache blend is soft and easy to drink now, offering raspberry and cherry jam flavors with a hit of sweet, smoky oak.",85,38.0,Rhône-style Red Blend,Santa Ynez Valley,Rhône-style Red Blend-Santa Ynez Valley
La Fenêtre 2012 Pinot Noir (Santa Maria Valley),"This blend of grapes from Bien Nacido, Presqu'ile and Riverbench vineyards is light in color with aromas of turned earth, dust and sliced strawberries. It's elegant and lean on the palate, with lots of slate and graphite minerality warming up toward macerated strawberry sauce. Pair with everything from white fish to pork tenderloin.",92,30.0,Pinot Noir,Santa Maria Valley,Pinot Noir-Santa Maria Valley
Jasper 2006 Roy's Vineyard at Cherry Creek Chancellor (Iowa),"Anyone who doesn't like barnyard smells will want to steer clear of this funky example from Iowa. The crisp palate shows some cherry notes and little tannin. Finishes with some oily, ashy notes.",81,20.0,Chancellor,Iowa,Chancellor-Iowa
Forgeron 2014 Chardonnay (Columbia Valley (WA)),Winemaker Marie-Eve Gilla has a knack for making quality Chardonnay. This one brings aromas of crème fraîche along with pineapple and other tropical fruits. The palate shows restraint.,89,28.0,Chardonnay,Columbia Valley (WA),Chardonnay-Columbia Valley (WA)
St. Francis 2007 Bacchi Vineyard Old Vine Zinfandel (Russian River Valley),"Yes, it's gigantic in alcohol. But it's dry, creamy-smooth and softly delicious, with palate-caressing flavors of raspberries, cherries, red currants, mocha, cinnamon and pepper. Very nice by itself and will lift up short ribs or BBQ.",88,40.0,Zinfandel,Russian River Valley,Zinfandel-Russian River Valley
Oakville Winery 2013 Estate Grown and Produced Zinfandel (Oakville),"Robust and brawny, this substantial offering features concentrated layers of smoke, leather and sage-inflected tannins. It finishes in a wrapping of bittersweet chocolate.",87,25.0,Zinfandel,Oakville,Zinfandel-Oakville
Green Truck 2010 Petite Sirah (Mendocino County),"Made from organic grapes, Green Truck's Petite has not a lot going on aromatically and exhibits very little in the way of the variety's profile, tasting like generic red wine.",81,14.0,Petite Sirah,Mendocino County,Petite Sirah-Mendocino County
Contrada Santo Spirito di Passopisciaro 2012 Animalucente Bianco  (Etna),"Subdued aromas of Spanish broom and brimstone float from the glass. The vertical palate offers yellow apple, citrus zest and mineral alongside crisp acidity.",87,45.0,White Blend,Etna,White Blend-Etna
Louis Max 2014 Aux Fourneaux Premier Cru  (Savigny-lès-Beaune),"Opulent and ripe, this wine has fine tannins that support the rich red fruit and smoky acidity. The weight and concentration of the wine make it so attractive and indicate it will develop well. Drink from 2019.",91,18.0,Pinot Noir,Savigny-lès-Beaune,Pinot Noir-Savigny-lès-Beaune
Gothic 2013 Nevermore Pinot Noir (Willamette Valley),"Gothic is the project of a New York-based restaurateur and sommelier team. This spent 10 months in 15% new French oak. Scents and flavors of rubber tire dominate, and the tannins are hard and harsh. Airing it out helps a bit, but the bitterness does not entirely disappear.",85,24.0,Pinot Noir,Willamette Valley,Pinot Noir-Willamette Valley
Cantina del Nebbiolo 2010 Meruzzano Riserva  (Barbaresco),"This has a classic Nebbiolo nose of new leather, rose petal, red berry, tilled earth and a whiff of aniseed. On the palate, toast, white pepper and a hint of oak-driven spice back up a core of sour cherry. It's still tightly wound and needs a few more years to come together. Drink 2018–2025.",90,22.0,Nebbiolo,Barbaresco,Nebbiolo-Barbaresco
Girolamo Russo 2008 San Lorenzo  (Etna),"One of the ultimate expressions of Etna, San Lorenzo is an elegant, determined and sophisticated wine with a steady stream of delicate aromas—wild berry, crushed granite, smoke and cola—that build in momentum and evolve beautifully over time. The mouthfeel is firm and structured, with polished tannins and a bright berry endnote.",94,55.0,Nerello Mascalese,Etna,Nerello Mascalese-Etna
Rosemount 2009 Diamond Label Chardonnay (South Eastern Australia),"Rosemount's Diamond Label Chardonnay used to be a terrific value, so it is encouraging to see its quality once again on the rise. Smoky notes add complexity to the bold pear and melon fruit in this plump, harmonious wine; drink it over the next few months.",88,10.0,Chardonnay,South Eastern Australia,Chardonnay-South Eastern Australia
Flying Goat Cellars 2010 Solomon Hills VIneyard Pinot Noir (Santa Maria Valley),"A rich Pinot that offers power and density, this is stuffed with cherry, cola and pomegranate notes. It has sizable tannins, so give it 5–6 years to let them mellow.",89,42.0,Pinot Noir,Santa Maria Valley,Pinot Noir-Santa Maria Valley
Claiborne & Churchill 2015 Dry Gewürztraminer (Central Coast),"This pioneering Alsatian-inspired winery always amazes with this distinctive and approachable bottling. Bright botanical aromas of mandarin orange rind, honeysuckle and pear give way to a zesty palate full of preserved citrus and marmalade flavors, all set against a firm structure and racy acidity. The finish—which is bone dry—opens with nectarine notes, then sails off with a flash of herbs.",91,22.0,Gewürztraminer,Central Coast,Gewürztraminer-Central Coast
Cave des Grands Crus Blancs 2016 Minéral  (Mâcon-Loché),"The name, Mineral, says everything you need to know about the texture of this wine. It is also rich, generous and ripe with apricot and melon flavors. This easygoing wine has a soft aftertaste that makes it drinkable now.",85,18.0,Chardonnay,Mâcon-Loché,Chardonnay-Mâcon-Loché
Penley Estate 2011 Aradia Chardonnay (Coonawarra),"Coonawarra is Cabernet country, but this Chardonnay is a solid contender. Subtle toast and citrus aromas show admirable restraint, while there's ample weight and the flavors of pineapple and melon finish clean and citrusy.",89,20.0,Chardonnay,Coonawarra,Chardonnay-Coonawarra
Château Cheval Blanc 2009 Barrel sample  (Saint-Émilion),"96-98 Barrel sample. An impressive wine, a true return to form for Cheval Blanc. The fruit is enormous, packed with sweet black berry juice, and with a brilliant freshness. There is a lovely smoky character, topped by ripe figs.",97,,Bordeaux-style Red Blend,Saint-Émilion,Bordeaux-style Red Blend-Saint-Émilion
Belisario 2010 Riserva  (Verdicchio di Matelica),"Even though only 20% of this Riserva is aged in barriques, this internationally-styled Verdicchio shows dominant oak, vanilla and butterscotch sensations that overwhelm the more subtle floral and citrus characteristics.",86,25.0,Verdicchio,Verdicchio di Matelica,Verdicchio-Verdicchio di Matelica
Foris 2012 Chardonnay (Rogue Valley),"A directly appealing wine with notes of apple, toast and melon. It's fresh in feel, medium bodied with a good sense of balance throughout and a lingering finish.",90,14.0,Chardonnay,Rogue Valley,Chardonnay-Rogue Valley
Jaffurs 2012 Kimsey Vineyard Syrah (Santa Barbara County),"This wine from a newer vineyard in the recently named Ballard Canyon appellation offers aromas of boysenberry, black pepper and a judicious amount of creosote. It's elegantly structured along a line of ripe purple to tarry black flavors—think burnt ends of beef tip coated in smashed wild berries and crushed Indian spices.",94,50.0,Syrah,Santa Barbara County,Syrah-Santa Barbara County
Merriam 2010 Willowside Sauvignon Blanc (Russian River Valley),"The cold vintage compromised this wine, giving it high acidity and unripe flavors of green peppercorns, citrus fruits, dried hay and ammonia.",82,20.0,Sauvignon Blanc,Russian River Valley,Sauvignon Blanc-Russian River Valley
Monte Tondo 2010 Corte del Sole  (Soave),"Here's a less formal expression of Garganega that would pair with eggplant curry and fragrant basmati rice. Aromatically speaking, the wine is extremely floral with layers of lemon blossom and jasmine.",86,12.0,Garganega,Soave,Garganega-Soave
La Fiorita 2014  Rosso di Montalcino,"Darkly colored, this wine opens with aromas of menthol, espresso and plum. The one-dimensional palate is surprisingly dense for the vintage, offering black cherry, espresso and clove alongside polished tannins.",87,27.0,Sangiovese,Rosso di Montalcino,Sangiovese-Rosso di Montalcino
González Byass 2005 Finca Moncloa Cabernet Sauvignon-Syrah (Vino de la Tierra de Cádiz),"Concentrated and solid, but not a wrecking ball. The nose offers tobacco and earthy aromas, while the palate is jammy and smooth, with sweet flavors of blackberry, fig and tobacco. Spicy enough and pretty long on the finish, with another wave of tobacco. Almost too ripe but not quite. 70% Cabernet Sauvignon and 30% Syrah, as is the 87-point 2006 vintage.",89,35.0,Cabernet Sauvignon-Syrah,Vino de la Tierra de Cádiz,Cabernet Sauvignon-Syrah-Vino de la Tierra de Cádiz
Henri Schoenheitz 2014 Saint Gregoire Pinot Noir (Alsace),The nose seems closed. There is just a hint of earthiness. The slender palate has edges of mocha and smoke that frame its fresh crisp tart red-cherry fruit. The body is light but held within a very fine-boned structure that leads to a dry clean finish.,89,20.0,Pinot Noir,Alsace,Pinot Noir-Alsace
Viña Hermosa 2004 Reserva  (Rioja),"Broken up on the nose, with a nutty, leafy set of over-the-hill aromas. Feels soupy, with hard acids and flavors of tomato, herbs and heavy sweetness. It shows a few good qualities but not enough to rate better.",83,23.0,Tempranillo,Rioja,Tempranillo-Rioja
Byron 2007 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),"Shows everything great about its vintage and terroir. It's a strong, young Pinot Noir, rich in tannins and dense in almost jammy blackberries, cherries and chocolaty cola that are delicious in and of themselves. As good as it is, this is a wine that wants some time to integrate and mellow. Give it until 2011, if you can.",93,40.0,Pinot Noir,Santa Maria Valley,Pinot Noir-Santa Maria Valley
Antica Enotria 2010 Red (Puglia),"Organic farmer and winemaker Raffaele Di Tuccio delivers an easy 50-50 blend of Sangiovese and Montepulciano that bears simple aromas of cherry and wet earth. It shows a fresh, compact finish that would work nicely with tomato sauce and grated Parmigiano.",86,15.0,Red Blend,Puglia,Red Blend-Puglia
Ryan Cochrane 2013 Solomon Hills Vineyard Chardonnay (Santa Maria Valley),"Vanilla, saffron and other exotic yellow spices are laced amidst the dried apples, dried pineapples and just-cut lemons on the nose of this wine from a vineyard on the cool western fringe of the appellation. It's fairly broad in the mouth, with lots of lemon zest, cooked apples and more vanilla, cut by a pithy bitterness.",92,34.0,Chardonnay,Santa Maria Valley,Chardonnay-Santa Maria Valley
Challenger Ridge 2010 Thornwood Reserve Red (Columbia Valley (WA)),"This reserve wine is a four grape, Bordeaux-style blend, with Cabernet Sauvignon holding the principal spot. The flavors are diffuse, lightly herbal and peppery, with little concentration or definition.",85,49.0,Bordeaux-style Red Blend,Columbia Valley (WA),Bordeaux-style Red Blend-Columbia Valley (WA)
Chateau St. Jean 2013 La Petite Etoile Vineyard Fumé Blanc (Russian River Valley),"A relatively tiny offering from the winery, this white showcases a 44-acre estate site planted to the variety since the 1970s and offers subtle aromas of lemon and lime. Medium in weight and mouthfeel, it ventures into ripe kiwi and pear before ending in a lift of wet stone.",88,22.0,Fumé Blanc,Russian River Valley,Fumé Blanc-Russian River Valley
Domaine Gresser NV Brut Sparkling (Crémant d'Alsace),"There are some rough edges here, as well as a touch of bitterness. The quince and spiced apple flavors are crisp and fresh with a peppery character. The wine that is very dry and firm on the finish.",85,,Sparkling Blend,Crémant d'Alsace,Sparkling Blend-Crémant d'Alsace
Guerra 2006 Sauvignon (Colli Orientali del Friuli),"There's a toasted note of charred toast or wood in front of the variety's natural fruit. You'll get roasted almond as well as mature yellow fruit and a clean, zesty feel in the mouth.",85,20.0,Sauvignon,Colli Orientali del Friuli,Sauvignon-Colli Orientali del Friuli
Deep Sea 2009 Cabernet Sauvignon (Napa Valley),"With sugary, jellied flavors of cherry and berry, along with abundant oak-derived notes of sweet buttered toast and vanilla-cream, this is easy to drink.",84,32.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Valley View 2006 Anna Maria Cabernet Sauvignon (Applegate Valley),Spun sugar scents lead into a wine with modest fruit flavors. The mouthfeel and finish are a touch dilute.,82,24.0,Cabernet Sauvignon,Applegate Valley,Cabernet Sauvignon-Applegate Valley
Bell 2007 Claret Cabernet Sauvignon (Napa Valley),"A little on the soft side, but very dry, with smoky oak and blackberry fruit dominating. Feels good and chewy and rich, with interesting herb and spice notes. Will age for a few years, but not for a long time. Give it a good decant.",88,35.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Mocali 2005 I Piaggioni Sangiovese (Toscana),"This Sangiovese-based wine is redolent of smoked bacon, sweet barbecue sauce and campfire. Yet it goes down easy and smoothly thanks to the dense fruit flavors that enliven the palate.",86,16.0,Sangiovese,Toscana,Sangiovese-Toscana
River Road 2013 Un-Oaked Chardonnay (Sonoma County),"Another attempt at a low-impact Chardonnay unfettered by oak, this result is curiously confectionary and sweet. Apple flavors veer into candy territory and the wine is slightly fat instead of crisp, despite the low alcohol and stainless-steel fermentation.",84,14.0,Chardonnay,Sonoma County,Chardonnay-Sonoma County
Rio Madre 2010  Rioja,"Dark in color, with plum, berry and medicinal aromas. Round, full and in good shape, with dark plum, blackberry and a lot of oak for a $10 wine. Finishes creamy and big, with a spicy aftertaste. Plump and solid for value-priced Graciano.",87,10.0,Graciano,Rioja,Graciano-Rioja
Incognito 2009 Red (Lodi),"This vintage's blend is 50% Syrah, 25% Cinsault and smaller percentages of other varieties. It's an oaky, cedar-tinged, gamy red that's big in the mouth, dense and tannic with Michael David's smoky signature.",87,18.0,Red Blend,Lodi,Red Blend-Lodi
ONX 2011 Mad Crush Red (Paso Robles),"This is one of ONX's drier, leaner wines. Blended from Grenache, Tempranillo and Mourvèdre, the raspberry and red currant flavors are grounded with notes of roasted meat, leather and tobacco. It's a fascinating, elegant wine to drink over the next few years.",92,45.0,Red Blend,Paso Robles,Red Blend-Paso Robles
La Fenêtre 2006 Santa Barbara Highlands Vineyard Cabernet Sauvignon (Santa Barbara County),"The winery continues to try to figure out how to grow Cabernet in this remote part of the county. Ripeness isn't the problem. Structure is. The flavors are upfront in blackberries, cherries and currants, but complexity and dryness remain challenges.",85,26.0,Cabernet Sauvignon,Santa Barbara County,Cabernet Sauvignon-Santa Barbara County
Les Portes de Bordeaux 2009  Bordeaux,"This is a softly ripe, blackberry-flavored wine, with its tannins lending a firm core. Along with the stalky fruit, the wine is dry with acidity. Drink now.",84,,Bordeaux-style Red Blend,Bordeaux,Bordeaux-style Red Blend-Bordeaux
Louis Latour 2012 Les Beaux Monts Premier Cru  (Vosne-Romanée),"Three barrels were made of this structured, tannic wine that offers a juicy balance between acidity and dark tannins. It is perfumed with acidity that cuts through the red berry and dry concentration. It is a dense wine, full of fruit. Drink from 2019.",92,160.0,Pinot Noir,Vosne-Romanée,Pinot Noir-Vosne-Romanée
Château Darzac 2012  Bordeaux Supérieur,"Tannic and hard around the edges, it has a woody character. The black currant fruit is there but spoiled by the rest of the flavors.",82,,Bordeaux-style Red Blend,Bordeaux Supérieur,Bordeaux-style Red Blend-Bordeaux Supérieur
Falcor 2004 Zinfandel (Sonoma County),"From grapes in the Russian River and Dry Creek valleys, this Zin, which has a fine, complex tannic structure, shows a raisiny, sweet edge that was a result of the searing vintage. Overripe fruit gives a taste of sugared blackberry juice.",86,34.0,Zinfandel,Sonoma County,Zinfandel-Sonoma County
Santa Barbara Winery 2011 Sauvignon Blanc (Santa Ynez Valley),"Lots to like at this price. The wine is honeyed, with crisp acidity and ripe green apple and tropical fruit flavors. Easy to drink with ethnic fare, from Vietnamese to Indian and Mexican chicken dishes.",86,15.0,Sauvignon Blanc,Santa Ynez Valley,Sauvignon Blanc-Santa Ynez Valley
Henri de Villamont 2012 Les Baudes Premier Cru  (Chambolle-Musigny),"Smoky aromas hint at a wine with a strong sense of structure and weight. It is concentrated, still full of tannins, dark tension and acidity. Rich strawberry fruits are just a hint at the moment, leaving a wine with power and longevity. Drink from 2019.",93,,Pinot Noir,Chambolle-Musigny,Pinot Noir-Chambolle-Musigny
Howling Moon 2008 Chardonnay (Lodi),"A good, dry Chardonnay that gets the job done at a fair price. Shows peaches and cream flavors with a bit of sharpness and green herbs on the finish.",84,12.0,Chardonnay,Lodi,Chardonnay-Lodi
