title,description,points,price,variety,region_1,variety_region
Matanzas Creek 2007 Pinot Noir (Bennett Valley),"Made from the coolish Bennett Valley region of Sonoma County, this Pinot is marked by acidity and some sharp, herbal flavors suggesting tobacco. Yet it has enough cherries, raspberries, red currants and cola to provide richness. Drink now.",88,35.0,Pinot Noir,Bennett Valley,Pinot Noir-Bennett Valley
Château de Saint-Martin 2011 Grande Réserve Rosé (Côtes de Provence),"Big and rounded, this has layers of caramel and strawberry flavors. The fruit is ripe and forward, with delicious acidity and a soft, honeyed aftertaste.",88,23.0,Rosé,Côtes de Provence,Rosé-Côtes de Provence
Lionel Osmin & Cie 2011 Mon Adour Tannat (Madiran),"Almost black in color, this very dense, complex wine is tough at this young stage. It needs several years for the powerful tannins to soften, giving a chance for the ripe black plum skin and berry fruits to show. Drink from 2018.",90,,Tannat,Madiran,Tannat-Madiran
Le Salette 2009 I Progni  (Valpolicella Classico Superiore Ripasso),"This delivers about the same intensity and concentration as a top shelf Amarone—but for half the price. It offers loads of spice, ripe fruit, leather, tobacco and black olive flavors that drive the long, supple mouthfeel.",91,27.0,"Corvina, Rondinella, Molinara",Valpolicella Classico Superiore Ripasso,"Corvina, Rondinella, Molinara-Valpolicella Classico Superiore Ripasso"
Château Baret 2013  Pessac-Léognan,"This is a lively, fruity wine with good acidity and a delicious fresh and tangy streak. It is textured with acidity and a steely, youthful character. Drink soon for its full, fresh character. The property has been in the Ballande family since the early 19th century. Sémillon/Sauvignon Blanc production from 10 acres is overseen by consultant Denis Dubourdieu.",87,25.0,Bordeaux-style White Blend,Pessac-Léognan,Bordeaux-style White Blend-Pessac-Léognan
Mazzocco 2006 Warm Springs Ranch Zinfandel (Dry Creek Valley),"Tastes sweet and hot, like an inexpensive Port, with sugary cherry-berry jam flavors. The official alcohol is 16%.",82,32.0,Zinfandel,Dry Creek Valley,Zinfandel-Dry Creek Valley
Teanum 2012 Alta Nero di Troia (Puglia),"Aromas of oak, toast, underbrush and ripe berry lead the nose. The palate offers dried black cherry and black pepper alongside dusty, drying tannins. The fruit is drying up quickly and there's the warmth of alcohol on the finish.",86,14.0,Nero di Troia,Puglia,Nero di Troia-Puglia
Sartori 2001 Corte Brà  (Amarone della Valpolicella Classico),"This wine has a leg up on the competition thanks to its elegance. Vibrant ruby red in color, its aromas include ripe cherry, milk chocolate, leather, tobacco and Indian spice. Yes, the aromas are intense, but they are weaved together in a seamless, harmonious fashion creating a polished and pristine whole. Try it with roast leg of lamb and broad bean purée.",91,40.0,"Corvina, Rondinella, Molinara",Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara-Amarone della Valpolicella Classico"
Domaine Saint-André de Figuière 2009 Vieilles Vignes Rosé (Côtes de Provence),"A fresh rosé, so crisp, bright and lively. This is real pleasure, the red berry fruits bursting out of the glass, lifted by delicious acidity. Very crisp, pure in taste.",91,,Rosé,Côtes de Provence,Rosé-Côtes de Provence
Château de Lacarelle 2011 Cuvée Grand Réserve  (Beaujolais-Villages),"The wine shows very ripe fruits that are now at their peak. It is rich, rounded with touches of spice, toast and mature berries. The acidity is now totally integrated into this full-bodied wine that is ready to drink.",91,12.0,Gamay,Beaujolais-Villages,Gamay-Beaujolais-Villages
Domenico de Bertiol NV Brut  (Prosecco di Conegliano),Drying mineral tones are backed by stone fruit and chamomile to shape a linear and tonic Prosecco Brut with bright acidity and lively effervescence. The wine would pair well with pasta salad and appetizers.,86,20.0,Prosecco,Prosecco di Conegliano,Prosecco-Prosecco di Conegliano
Le Bocce 2010 Riserva  (Chianti Classico),"Aromas of sawdust, espresso and ripe dark-skinned fruit lead the nose. The plush palate offers dried black cherry, coffee, toast, licorice and black pepper alongside evolved tannins. Drink soon to capture the remaining fruit and freshness.",88,23.0,Sangiovese,Chianti Classico,Sangiovese-Chianti Classico
Lolonis 2006 Chardonnay (Redwood Valley),"Sweet, with flavors of sugared buttercream, pineapple, vanilla and spice. If you like your Chards basically off-dry, it's for you.",84,18.0,Chardonnay,Redwood Valley,Chardonnay-Redwood Valley
Château Simon 2011  Sauternes,"Although based in Barsac, this producer has vines in Sauternes, which form the backbone of this wine. Still young, it's ripe and lightly yeasty yet rich with honeyed botrytis. Full and dense, it brings in just the right amount of acidity at the end. Drink from 2019.",91,,Bordeaux-style White Blend,Sauternes,Bordeaux-style White Blend-Sauternes
Merry Edwards 2009 Sauvignon Blanc (Russian River Valley),"The Russian River Valley makes some of the state's greatest Sauvignon Blancs, in the right hands, and when those hands are Merry Edwards', you can be sure of what you're getting. The wine is dry and crisp in mouthwatering acidity, with citrus and lemongrass flavors that have richer tones of tropical fruits. It feels vibrant, elegant and complex in the mouth, a wine to savor over multiple glasses.",93,30.0,Sauvignon Blanc,Russian River Valley,Sauvignon Blanc-Russian River Valley
William Fèvre 2006 Bougros Côte Bouguerots Grand Cru  (Chablis),"A beautiful wine, a pure expression of ripe but steely Chardonnay. The wine floats onto the palate, with green plums and citrus leading. Then come toast, a mouthwatering acidity and a mineral structure. This wine's complexity just continues to impress.",95,80.0,Chardonnay,Chablis,Chardonnay-Chablis
Testarossa 2010 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),"This Pinot's immediate lusciousness belies its complexity. Your first impression is of ripe raspberries and cherries that taste like they were baked into a pie. Then layers of minerals, mushrooms, cola and earthier fruits like persimmons and rhubarbs appear, all made brisk by amazing acidity and finishing bone dry. Lovely now and over the next six years, after an hour or two in the decanter.",92,59.0,Pinot Noir,Santa Lucia Highlands,Pinot Noir-Santa Lucia Highlands
Frey 2013 Organic Petite Sirah (Redwood Valley),"Once past an element of burnt rubber that mingles with the ripe blackberry aromas, this becomes a hearty and concentrated wine yet one with very moderate alcohol. It has plenty of tannins to add texture, and enough concentration to keep the vivid berry and wood smoke flavors lingering on the finish. It's made without adding sulfites.",86,15.0,Petite Sirah,Redwood Valley,Petite Sirah-Redwood Valley
Howard Park 2013 Miamup Cabernet Sauvignon (Margaret River),"Appropriately restrained and even a bit austere, this is a firm, dusty-textured Cabernet. Vanilla, tobacco and cherry notes start things off and extend through the long finish. It offers at least a decade of aging potential at a very reasonable price. Drink 2020–2030.",91,23.0,Cabernet Sauvignon,Margaret River,Cabernet Sauvignon-Margaret River
Francis Coppola 2014 Dutton Ranch Reserve Chardonnay (Russian River Valley),"From a fine vineyard site, this wine impresses in voluptuous texture and its lovely layers of lemon and apple. Floral on the nose in apple blossom and jasmine, it offers a slight twist of more spiced citrus, like an orange dotted in clove. It spent nine months in French oak, 40% of it new, which adds complexity and notes of toasted oak.",90,32.0,Chardonnay,Russian River Valley,Chardonnay-Russian River Valley
Rampa di Fugnano 2011 Alata  (Vernaccia di San Gimignano),"This bright Vernaccia layers pretty tones of citrus, pear and cut grass over a lean texture and medium body. This is a good choice to pair with seafood or light salads.",87,20.0,Vernaccia,Vernaccia di San Gimignano,Vernaccia-Vernaccia di San Gimignano
Tre Monti 2012 Petrignone Riserva Sangiovese (Romagna),"Aromas of dried violet, black-skinned berry and cooking spice take center stage while the dense palate offers black plum, mocha and a touch of vanilla alongside solid tannins. It's already accessible so drink soon.",89,20.0,Sangiovese,Romagna,Sangiovese-Romagna
Peter Paul Wines 2011 Trenton Road Pinot Noir (Russian River Valley),"Plump tannins and ripe black cherry mark this wine, the structure and savory components also standing out. The finish carries a suggestion of cinnamon spice.",87,40.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Y Rousseau 2011 Alder Springs Vineyard Tannat (Mendocino County),"This big, tannic, compelling wine needs aging and/or a robust dish like roast beef or grilled lamb chops to show its best stuff. It has a deep smoky red color, intense aromas of wood smoke, black pepper and Worcestershire sauce, with flavors of black cherry, cinnamon, clove and cassis.",91,200.0,Tannat,Mendocino County,Tannat-Mendocino County
Black Kite 2014 River Turn Pinot Noir (Anderson Valley),"This wine is so ripe, rich and generous in flavor it's almost jammy, but there's no denying the appeal of all that fruitiness. Full body, velvety texture and soft acidity make it plush on the palate, helping the rich finish linger. Although it was aged in French barriques—two-thirds new—it's by no means an overoaked wine.",92,60.0,Pinot Noir,Anderson Valley,Pinot Noir-Anderson Valley
Campo alla Sughera 2010 Adèo  (Bolgheri),"Dark ruby color in color, this Cabernet Sauvignon and Merlot blend opens with bright tones of forest fruit, lead pencil, cola and crushed mineral. It is bright and firm, with a polished, dusty mouthfeel.",90,30.0,Red Blend,Bolgheri,Red Blend-Bolgheri
Philo Ridge NV Vino Di Mendocino IV Red (Mendocino),"This dry red wine offers bold black cherry and blackberry aromas. Similar fresh fruit flavors and subtle accents of baking spices come out with the second sip and linger on the finish. A good, gripping texture of moderate tannins and acidity helps to make it really appetizing.",88,20.0,Red Blend,Mendocino,Red Blend-Mendocino
Pasorina 2012 Moscato (California),"Is this wine off-dry or dessert sweet? It straddles the border, with white sugar, peach, orange, vanilla and creamy flavors.",84,10.0,Moscato,California,Moscato-California
Sparkman 2015 Wonderland Grenache (Yakima Valley),"This wine is a blend of fruit from Boushey, Olsen and Sagemoor vineyards. Light in color, the aromas bring vibrant notes of stemmy herb, smoked meat and raspberry. It's light and elegant in style, with pillowy fruit flavors that linger on the finish. It shows a sense of delicacy.",90,32.0,Grenache,Yakima Valley,Grenache-Yakima Valley
Finca Sandoval 2009 Red (Manchuela),"Strapping aromas of blackberry and licorice are fiery and grating. This Syrah-led blend from a hot vintage is mighty tannic, so much so that it collapses under tannic weight. Flavors of blackberry, prune and cherry are spicy, while this tastes rooty and warm on the finish. Drink through 2019.",89,32.0,Red Blend,Manchuela,Red Blend-Manchuela
Fattoria La Vialla 2014 Riserva  (Vernaccia di San Gimignano),"Acacia, honeyed nut and yellow stone fruit aromas lead the nose. The medium-bodied palate shows surprising depth for the cool wet vintage, offering yellow apple, pear and bitter almond alongside zesty acidity. A mouthwatering saline note wraps up the finish.",88,22.0,Vernaccia,Vernaccia di San Gimignano,Vernaccia-Vernaccia di San Gimignano
King Estate 2014 Bradshaw Vineyard Pinot Noir (Willamette Valley),"Part of the limited edition vineyard designate series, this stands apart for its elegant, aromatic style. Beet root, pomegranate and chocolate suggestions come together on the midpalate, seemingly gaining concentration as it finishes. Fresh, clean and well balanced, it spent just the right amount of time in one-third-new French oak.",91,55.0,Pinot Noir,Willamette Valley,Pinot Noir-Willamette Valley
Opolo 2005 Syrah (Paso Robles),"Soft and thick, this Syrah has simple, sugary flavors of blackberries, cherries and chocolate. Drink now.",82,24.0,Syrah,Paso Robles,Syrah-Paso Robles
Casarena 2010 Reserva Sinergy Red (Mendoza),"The quality of Casarena's wines range from excellent to not great, with all points in between represented. This Malbec-led blend is heavy and raisiny on the nose, then syrupy in the mouth, with flavors running straight to candied and flat.",81,25.0,Bordeaux-style Red Blend,Mendoza,Bordeaux-style Red Blend-Mendoza
Gary Farrell 2011 Russian River Selection Pinot Noir (Russian River Valley),"It show the vintage's weakness, with a vegetal edge to the cherries and oak.",84,45.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Château Vignelaure 2011 Rosé (Coteaux d'Aix-en-Provence),"This is a vibrantly rich wine that is brimming with delicious red fruit notes and bright acidity. Full and concentrated, it has weight without being heavy. It is a finely made wine, with a crisp finish.",92,21.0,Rosé,Coteaux d'Aix-en-Provence,Rosé-Coteaux d'Aix-en-Provence
Freemark Abbey 1992 Sycamore Vineyards Cabernet Sauvignon (Napa Valley),"The complex nose boasts hints of spring flowers, tobacco, maple syrup and cedar. Now into its second decade, this wine is fully mature, with flavors of molasses and mushrooms that have replaced some of the cherry notes of its youth. The mouthfeel is silky and elegant; the finish chocolaty and smooth. Drink up.",90,85.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Shalestone 2007 Synergy Red (Finger Lakes),"Rich and ripe on the nose with dark black fruit and olives, this is an easygoing blend of Syrah, Cab and Merlot. Medium-bodied in style, it's soft on the palate with plush tannins and flavors of cooked plum compote accented by darker hints of olive and sage.",85,25.0,Red Blend,Finger Lakes,Red Blend-Finger Lakes
Tenuta Cavalier Pepe 2012 Terra del Varo Red (Irpinia),"A blend of 85% Aglianico and 15% Merlot, this has inviting aromas of blackberry and new leather. The dense palate delivers blackberry jam, licorice and a hint of pipe tobacco alongside chewy tannins. Enjoy through 2019.",89,18.0,Red Blend,Irpinia,Red Blend-Irpinia
Convergence Zone 2014 Dewpoint Bacchus Vineyard Riesling (Columbia Valley (WA)),"Light aromas of citrus, white peach, soda water and herbs are followed by elegant, just off-dry, spritzy fruit flavors backed by a zing of acidity.",87,17.0,Riesling,Columbia Valley (WA),Riesling-Columbia Valley (WA)
Domaine Rotier 2007 Renaissance Doux Loin de l'Oeil (Gaillac),"Classic botrytis sweet and dry flavors bring out the rich honey and lemon juice. The wine also has freshness, a tight edge of orange and sweet chutney spice. A great example of sweet Gaillac.",91,30.0,Loin de l'Oeil,Gaillac,Loin de l'Oeil-Gaillac
Montepeloso 2003 Gabbro Cabernet Sauvignon (Toscana),"The complexity starts with dusty mineral tones that slowly segue into perfectly mature blackberry, balsam tones and spicy oak notes at the end. It is that amazing evolution of aromas, which reads like a storybook of Tuscany, that makes this wine a standout.",93,110.0,Cabernet Sauvignon,Toscana,Cabernet Sauvignon-Toscana
Sorelle Winery 2012 Late-Harvest Piccolo Primitivo (Lodi),"It's hard to break through this syrupy late-harvest wine's heavy hand. Intense, tannic and full-bodied, it's made in a semidry style.",85,,Primitivo,Lodi,Primitivo-Lodi
Giacomo Fenocchio 2012 Bussia  (Barolo),"Aromas of underbrush, tobacco, sunbaked earth and mature black-skinned fruit lead the nose on this fantastic, firmly structured red. On the concentrated palate, notes of licorice, graphite and clove add depth to the core of mature black cherry. Drink 2019–2024.",94,60.0,Nebbiolo,Barolo,Nebbiolo-Barolo
Château Haut Nouchet 2013  Pessac-Léognan,"This is a ripe, spicy wine with attractive acidity and pear and crisp apple flavors. It is all fruit, fresh while also having a riper side to it. Drink from 2018.",90,,Bordeaux-style White Blend,Pessac-Léognan,Bordeaux-style White Blend-Pessac-Léognan
JCR 2016 Rosé of Pinot Noir (Santa Barbara County),"Rusty pink in color, this bottling shows somewhat sour aromas of red plum, turned earth, orange rind and tart raspberry. The palate offers dried cherry and more soil, but is missing the texture and acidity of many modern rosés.",86,32.0,Pinot Noir,Santa Barbara County,Pinot Noir-Santa Barbara County
Michel Vattan 2010  Sancerre,"Intense, concentrated wine with herbaceous flavors allied to gooseberry, pink grapefruit and a steely edge of acidity. With its powerful fruits, it is worth aging for a few months.",90,20.0,Sauvignon Blanc,Sancerre,Sauvignon Blanc-Sancerre
Grayson 2014 Lot 6 Merlot (California),"An attractive oaky theme runs through this medium-bodied and appropriately tannic wine. It smells like toasted bread, cinnamon and vanilla, and tastes both fruity and full of oak spices.",87,11.0,Merlot,California,Merlot-California
La Spinona 2009 Bricco Faset  (Barbaresco),This opens with a cherry liqueur note and dark concentration. There's a touch of barbecue smoke or teriyaki sauce backed by gritty tannins and ripe fruit.,87,37.0,Nebbiolo,Barbaresco,Nebbiolo-Barbaresco
Januik 2012 Sagemoor Vineyards Sauvignon Blanc (Columbia Valley (WA)),"This fresh, young wine, showcases a palate-thrilling mix of ripe tree fruits—sappy apples, juicy citrus—and some hints of pineapple as well. The ripeness turns the lemony fruit into limoncello, and the finish is long and wonderfully refreshing.",92,22.0,Sauvignon Blanc,Columbia Valley (WA),Sauvignon Blanc-Columbia Valley (WA)
Trenel Fils 2015  Morgon,"A rich and fruity wine that is ripe with black-plum fruits. It is soft and smooth, with a juicy berry character. The tannins act as a cushion to all this opulent fruit. It is an attractive cru wine, ready to drink from mid-2017.",89,,Gamay,Morgon,Gamay-Morgon
Williams Selyem 2007 Ferrington Vineyard Pinot Noir (Anderson Valley),"A wonderful wine from one of the best vineyards in Anderson Valley. It's a bit acidic and tannic now, the result of this cool vintage, but time in the bottle should soften and resolve the tartness and astringency. The wine itself is very dry, with flavors of cherries, cola, balsam, Asian spices and oak. Needs aging through at least 2012 to awaken it.",94,62.0,Pinot Noir,Anderson Valley,Pinot Noir-Anderson Valley
Ninety+ 2014 Old Vine Lot 23 Malbec (Mendoza),"Stalky, leathery aromas are low on fruit and freshness. This has a grabby feel, sort of like leather straps. Herbal berry and plum flavors are mildly bitter, while a green note is apparent on the finish. 90+? Not exactly.",85,11.0,Malbec,Mendoza,Malbec-Mendoza
Davis Bynum 2014 Jane's Vineyard Virginia's Block Sauvignon Blanc (Russian River Valley),"Matchstick and flint arise out of the bottle before blowing off to show off a mix of herb and jalapeño around a well-oaked, robust white wine. The stronger, more savory characteristics evolve pleasantly into a fresher, rounder taste of tangerine that provides a freshness to the finish.",88,25.0,Sauvignon Blanc,Russian River Valley,Sauvignon Blanc-Russian River Valley
Marquee 2008 Signature Chardonnay (Yarra Valley),"A lively, balanced wine at an accessible price point, Marquee's 2008 Signature Chard boasts aromas of smoke, vanilla and stone fruit and flavors that follow along similar lines, with white peach and pineapple coming to the fore. Drink now–2012.",88,15.0,Chardonnay,Yarra Valley,Chardonnay-Yarra Valley
Dominio de Tares 2007 Exaltos Cepas Viejas Mencía (Bierzo),"Deep, dark and oaky smelling, with tons of mocha on top of ripe black fruit aromas. There's both heft and elegance to this wine, that and coffee, spice and exotic black fruit flavors. Finishes toasty and spicy, with a rich, chunky, structured feel. Impressive; drink now through 2013.",92,30.0,Mencía,Bierzo,Mencía-Bierzo
Anna Maria Abbona 2006 Nebbiolo (Langhe),"Here's an informal expression of Nebbiolo from young vines with tight aromas of pressed blue flowers, licorice, dried currants and cherry cola. The wine shows both a healthy acidic and tannic component and could pair with braised pork or lamb.",88,25.0,Nebbiolo,Langhe,Nebbiolo-Langhe
Jacquart 1988 La Cuvée Nominée  (Champagne),"Interesting aromas and flavors abound with biscuit, toast, lemon and ginger. The texture is full and mature, but the wine still has very good acidity to support its apple, lime and spice flavors. It has an appealing mix of heavy and light elements, and it finishes long, with apple and mint notes.",90,95.0,Champagne Blend,Champagne,Champagne Blend-Champagne
Bridlewood 2005 Estate Syrah (Santa Ynez Valley),"Softly direct in fruity concentration, this easy-drinking Syrah has powerfully ripe flavors of red cherry jam, red currants, milk chocolate and pepper spice. It tastes a little sugary sweet through the finish. Drink now.",85,40.0,Syrah,Santa Ynez Valley,Syrah-Santa Ynez Valley
Montinore 2015 Borealis The Northern Whites White (Willamette Valley),"The so-called Northern Whites are Gewürztraminer, Müller-Thurgau, Pinot Gris and Riesling. They make a comfortable blend, with floral aromas and plump peach and apple fruit. Though finished dry, it has appealing fruit sweetness.",87,16.0,White Blend,Willamette Valley,White Blend-Willamette Valley
Re Manfredi 2008 Vigneto Serpara  (Aglianico del Vulture),"Made from 50-year old vines, this concentrated wine offers dense black currant and blackberry flavors that are layered with chocolate, black licorice, coffee, grilled red peppers, sage, oak and thyme sensations. The tannins are firm and drying; drink after 2018.",90,49.0,Aglianico,Aglianico del Vulture,Aglianico-Aglianico del Vulture
Perrier Jouët NV Grand Brut  (Champagne),"Yeast, toast and bread dough characterize the austere but complex nose on this finely crafted wine. It’s quite dry, with impressions of earth, mineral, toast, and just the barest hint of lime. Quite full-bodied, it could even improve with a year or so in the bottle.",88,35.0,Champagne Blend,Champagne,Champagne Blend-Champagne
Jones of Washington 2011 Estate Vineyards Riesling (Columbia Valley (WA)),"A pleasing, well-crafted Riesling in a lighter, elegant mode, this brings a delicate stone-fruit flavor into a mix of mineral and breakfast tea highlights. The moderate alcohol makes it an ideal summer sipper.",88,12.0,Riesling,Columbia Valley (WA),Riesling-Columbia Valley (WA)
André Kientzler 2015 Kirchberg de Ribeauville Grand Cru Pinot Gris (Alsace),Ripe and textured notions of russet pear take center stage with this wine. The nose already signals at the generous fruitiness and the palate is pervaded with fresh poised juicy fruit. A touch of residual carbon dioxide adds liveliness alongside lemony brightness. The finish is dry and utterly moreish with its fruit-centered joy.,92,33.0,Pinot Gris,Alsace,Pinot Gris-Alsace
Château du Cros 2015  Cadillac Côtes de Bordeaux,"Structured and firm, with dense, dry tannins, this wine also has plenty of fruit. Black cherry flavors envelop its dry core, feeling rich and ready to drink from 2021.",88,18.0,Bordeaux-style Red Blend,Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend-Cadillac Côtes de Bordeaux
Terra d'Oro 2006 Deaver Vineyard Zinfandel (Amador County),"Too sugary sweet by far, which is partly the result of very high alcohol but may also be due to some residual sugar. The sweetness draws attention to the oak, and makes it taste stronger than it really is. Despite flavors of blackberries, blueberries and mocha, this wine is too Porty and unbalanced.",84,29.0,Zinfandel,Amador County,Zinfandel-Amador County
Fenestra 2008 Estate Mourvèdre (Livermore Valley),"Another delicious Mourvèdre from Fenestra's estate that's invitingly earthy, spilling over with dark plum and sweet blackberry aromas and a taste of spicy cardamom. Very bright and light in taste, the wine's body has enough heft to pair with big-boned meals and a lot of spiciness. Drink now.",89,25.0,Mourvèdre,Livermore Valley,Mourvèdre-Livermore Valley
Domaine des Marrans 2014 Gamay (Beaujolais Rosé),"This is a beautifully fresh wine, as crisp as possible. It is light in character while still bright with red berry fruits. The acidity and the general fruitiness give a refreshing aftertaste. These are young vines so we will see what the future brings.",87,15.0,Gamay,Beaujolais Rosé,Gamay-Beaujolais Rosé
Bodegas Tobía 2009 Alma Tobia  (Rioja),"Black plum, licorice and cool green-herb aromas rest in front of a full-bodied, tannic, chunky palate. Flavors of herbal black fruits come with a salty edge and a meaty underbelly. A long, rolling, deep finish is encouraging and stout. Best from 2018–2024.",91,48.0,Tempranillo Blend,Rioja,Tempranillo Blend-Rioja
Perlage NV Col di Manza  (Prosecco di Valdobbiadene),"Here's an intriguing wine with many interesting contrasts: It offers mineral dryness on the nose and sweet fruit in the mouth; and a lean tonic feel against opulent texture. This organic sparkler has a fine, chiseled quality and a pretty ensemble of flavors.",88,16.0,Prosecco,Prosecco di Valdobbiadene,Prosecco-Prosecco di Valdobbiadene
Alta Vista 2011 Premium Malbec (Mendoza),"Floral, reedy aromas of red berry fruits and plum lead to a ripe, saturated palate with earthy, stewed flavors of prune and blackberry. The prune continues on the finish, which brings saltiness and a chocolaty nuance.",87,20.0,Malbec,Mendoza,Malbec-Mendoza
Montecillo 2009 Gran Reserva  (Rioja),"Baked berry and cherry aromas are ripe and come with accents of mocha, leather and caramel. This feels full but not heavy, with balance and cushion to the palate. Spiced black-fruit flavors show a tea-like note, while this is dry, spicy and a touch chocolaty on the finish. Drink through 2026.",91,35.0,Tempranillo,Rioja,Tempranillo-Rioja
Louis Roederer 2005 Millésime Brut  (Champagne),"A superbly rich and creamy wine, powered by ripe Pinot Noir, with elegance and élan. The wine is concentrated, powerful, packed with intense white fruit flavors and citrus. For aging.",95,70.0,Champagne Blend,Champagne,Champagne Blend-Champagne
Torbreck 2010 RunRig Shiraz-Viognier (Barossa Valley),"A perplexing wine to evaluate, the 2010 RunRig (97% Shiraz and 3% Viognier) evolves rapidly once poured, going from slightly stewed and overoaked to a wine that shows considerable class within 20 minutes or so. Aromas and flavors of brown sugar, mocha and roasted meat give way to raspberry compote, while the creamy texture and supple tannins conceal the wine's high alcohol level with ease.",94,225.0,Shiraz-Viognier,Barossa Valley,Shiraz-Viognier-Barossa Valley
Lynmar 2013 Rosé of Pinot Noir (Russian River Valley),"This is a classically light rosé, fragrant in strawberry and raspberry. Traces of pomegranate on the back palate offers darker, riper fruit in the glass, getting prettier as it goes along. Deliciously dry and dancing in acidity, it has plenty of citrus on the finish. The wine is substantial enough for springtime and summertime meals, but will drink equally well on its own.",92,20.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Prinsi 2012 Gaia Principe  (Barbaresco),"This is initially quite closed but it eventually opens up in the glass to reveal wild berry, cooking spice and a whiff of cellar floor. The palate offers unripe sour cherry, white pepper, cinnamon and grilled herb alongside youthfully assertive tannins. Drink 2017–2022.",89,43.0,Nebbiolo,Barbaresco,Nebbiolo-Barbaresco
Pedroncelli 2009 Petite Sirah (Dry Creek Valley),"Considering this is Petite Sirah, this is surprisingly soft and gentle—almost like a Pinot Noir. The texture is silky, with flavors of cherries, currants, Canadian bacon and black pepper. Drink now.",86,16.0,Petite Sirah,Dry Creek Valley,Petite Sirah-Dry Creek Valley
MacMurray Ranch 2006 Pinot Noir (Sonoma),"Comes down on the brittle side, a dry, acidic Pinot Noir with good structure, but lacks the richness you really want. You'll find modest cherry, cola and vanilla flavors.",85,24.0,Pinot Noir,Sonoma,Pinot Noir-Sonoma
RoxyAnn 2009 Tempranillo (Rogue Valley),"Light and slightly spicy, this spent 15 months in one-third new French and American oak barrels, yet it comes across as a bit mild and one dimensional.",85,30.0,Tempranillo,Rogue Valley,Tempranillo-Rogue Valley
Aratás 2012 Shake Ridge Ranch Petite Sirah (Amador County),"Aratás puts more bottle age on their Petite Sirah than most, and the extra maturity shows. Wonderful oak spices fill the aroma and extend into the fully ripe and richly fruity flavors of this big but beautifully sculpted wine. It has a lot of new oak influence and that is perfect to match the big body and monumental tannins that give the wine such impact.",93,52.0,Petite Sirah,Amador County,Petite Sirah-Amador County
Kadiem 2009 Inaugural Vintage Cabernet Sauvignon (Napa Valley),"This is a really impressive launch for this new brand. Although the bottle doesn't bear a vineyard designation, it's 100% Cabernet from the Morisoli Vineyard in Rutherford, which has produced superb Cabernets in the past from the likes of Meander, Galleron, V. Sattui and Sequoia Grove. Dry and full bodied, it has flavors of sour cherry candy and cassis that often define Rutherford, which are all wrapped into smooth, supple tannins. Beautiful as it is now, it's a wine you want to lay down. Best after 2017.",95,85.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Januik 2010 Ciel du Cheval Vineyard Syrah (Red Mountain),"Pretty raspberries, red currant and a hint of iodine spark the taste buds, then darker streaks of wood smoke and black licorice kick in. There's snappy acidity and an undertone of metal and stone. Complex and captivating.",92,35.0,Syrah,Red Mountain,Syrah-Red Mountain
Kuenhof 2010 Grüner Veltliner (Alto Adige),"White almond, pressed rose, natural rubber, exotic fruit and tangy spice characterize this Grüner Veltliner. It's thickly textured, with tangy freshness on the close.",88,,Grüner Veltliner,Alto Adige,Grüner Veltliner-Alto Adige
Côte Bonneville 2010 DuBrul Vineyard Syrah (Yakima Valley),"This is Syrah with great purity of fruit, especially blueberry. The fruit is thick and tongue-coating, though well positioned with supporting acidity. It's a rich, supple wine with tannins and acids that are refined and in perfect proportion.",92,65.0,Syrah,Yakima Valley,Syrah-Yakima Valley
Castello di Selvole 2011 Ponte Rosso Gran Selezione  (Chianti Classico),"This has a subdued nose that doesn't give much away. The equally inexpressive, rather fleeting palate offers dried red berry and anise alongside somewhat abrasive tannins.",86,40.0,Red Blend,Chianti Classico,Red Blend-Chianti Classico
Joseph Carr 2014 Chardonnay (Sonoma Coast),"Aromas of toffee-covered caramel apple, crème brûlée and a touch of petrol combine forcefully to invite one into this otherwise light-bodied, expressive wine, the texture salty and sublime.",88,22.0,Chardonnay,Sonoma Coast,Chardonnay-Sonoma Coast
Infidel 2014 Zinfandel (Lodi),"The freshness and concentration of the fruit flavors in this full-bodied wine is exceptional. It smells like Concord juice and tastes dark and grapy, forming a simple but appealing personality that's hard to resist.",87,25.0,Zinfandel,Lodi,Zinfandel-Lodi
Finca Los Maza 2010 Maza Tonconogy Cabernet-Syrah (Mendoza),"Smooth berry and chocolate aromas control the nose on this Cabernet-Syrah blend. On the palate, it's lush and full, with a streak of citrusy acidity. Flavors of plum and berry come with chocolate and vanilla accents. Regular on the finish in terms of length, power and complexity.",88,16.0,Cabernet-Syrah,Mendoza,Cabernet-Syrah-Mendoza
Domaine Pinson 2013 Vauguiraut Premier Cru  (Chablis),"Light, fragrant and aromatic, this wine has beautiful acidity and a bright lemon and yellow fruit that combine richness and freshness at the same time. Its touch of honey fills the palate, while the crisp aftertaste leave a refreshing feeling in the mouth.",92,42.0,Chardonnay,Chablis,Chardonnay-Chablis
