Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
115667,US,"Solo comes from the winery's estate vineyard, the third vineyard planted to Cabernet Sauvignon in the Stags Leap District. It is elegant and old-school in style, pretty in violets and red berries, with a juicy, soft texture. It begs for steak.",SOLO,91,100.0,California,Stags Leap District,Napa,Virginie Boone,@vboone,Silverado 2011 SOLO Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Silverado
62833,South Africa,"Cinnamon, vanilla and toasted-oak notes accent the black cherry, raspberry and boysenberry fruit core of this accessible wine. Ripe, mouthfilling black-fruit flavors carry through to the medium-length close. Drink now.",Vintage Selection,87,21.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Spier 2011 Vintage Selection Pinotage (Stellenbosch),Pinotage,Spier
7289,US,"Forest, cola and grilled mushroom flavors punctuate the experience of this light-bodied wine that's subdued in structure and soft on the palate. Blueberry and white pepper notes close out the finish.",Estate,90,42.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Uptick Vineyards 2011 Estate Syrah (Russian River Valley),Syrah,Uptick Vineyards
104480,France,"This pure Malbec is generous and ripe. It has concentration and dark berry fruits that come strongly through the tannic structure. As it develops, its texture will become increasingly more velvety, bringing out richness. Wait until 2018.",Tertre-Perdigous,88,16.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château du Port 2014 Tertre-Perdigous Malbec-Merlot (Cahors),Malbec-Merlot,Château du Port
110108,Portugal,"Soft and rich, this is powerful stuff. The texture is velvety smooth, the dark tannins very much second fiddle to the superripe fruit. Raisins and red fruits bring in some acidity, but even this fruit flavor is almost sweet in its richness. Drink now.",Falcoaria Reserva,89,20.0,Ribatejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2005 Falcoaria Reserva Red (Ribatejo),Portuguese Red,Quinta do Casal Branco
112105,US,Aromas and flavors of black cherries and pomegranate juice fill this medium-bodied and sturdy-textured wine. A generous helping of tannin gives it a firm mouthfeel and more than stands up to the generous fruit flavors. Drink now through 2020.,Small Lot Blend,86,14.0,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Parducci 2012 Small Lot Blend Cabernet Sauvignon (North Coast),Cabernet Sauvignon,Parducci
72576,Argentina,"This Malbec is strangely exotic, with unusual floral aromas that blend in Middle Eastern spices including cardamom. Massive and borderline over-extracted, this tastes earthy and baked, with herbal blackberry flavors. A blackened, peppery flavor dominates a finish that comes across as stewed.",Terroir Series Finca Orellana Single Vineyard,89,55.0,Mendoza Province,La Consulta,,Michael Schachner,@wineschach,Trapiche 2012 Terroir Series Finca Orellana Single Vineyard Malbec (La Consulta),Malbec,Trapiche
9218,US,"Here's a rich, densely layered Cab. It's showing complex flavors of black currants, dark chocolate and cedar. The tannins are a little edgy, giving the wine an astringent bite that could mellow out with mid-term aging.",,87,30.0,California,Napa Valley,Napa,,,Tamayo Family 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Tamayo Family
52931,France,"Produced from 100-year-old vines, this wine has been aged for nearly three years and has lost its intense fruitiness. Wood and spice flavors are present along with a perfumed intensity and toastiness. Drink this wine now.",Aux Bouthières,92,38.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Domaine Pascal et Mireille Renaud 2014 Aux Bouthières  (Pouilly-Fuissé),Chardonnay,Domaine Pascal et Mireille Renaud
25553,France,"From the famed slope of the Côtes de Py, this wine sums up both the great terroir and a great vintage. It has structure, with dry tannins permeating the ripe, rounded fruit. Its potential is considerable, anchored in great fruitiness and finishing acidity. Drink from 2019.",Cuvée du Py,92,25.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Château de Pizay 2015 Cuvée du Py  (Morgon),Gamay,Château de Pizay
79021,US,"The nose on this wine from regional pioneer Gary Eberle is reserved at first, then releases seared lemon, tightly wound stone fruit, soft butter and caramel nibs. There is a pleasant weight on the medium-density palate, with sour-leaning flavors of Granny Smith apple peels, lime rinds and some riper honeydew melon.",Eberle Estate Vineyard,86,22.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Eberle 2013 Eberle Estate Vineyard Chardonnay (Paso Robles),Chardonnay,Eberle
120333,Chile,"A slight amount of eucalyptus on the nose gives this wine an herbal element to go with cassis and blackberry. The palate is tightly wound and brawny, with cassis, olive and herbal flavors. Meaty and savory late, with depth, texture and vitality.",Novas Limited Selection,89,15.0,Colchagua Valley,,,Michael Schachner,@wineschach,Emiliana 2009 Novas Limited Selection Carmenère-Cabernet Sauvignon (Colchagua Valley),Carmenère-Cabernet Sauvignon,Emiliana
107208,US,"This wine's matchstick, dark fruit, vanilla, herb and spice aromas are brooding. It's full and rich on the palate, with dark fruit flavors that linger on the finish.",,89,42.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2014 Petite Sirah (Wahluke Slope),Petite Sirah,Dusted Valley
34261,US,"This is a soft, complex and floral wine, sourced from an estate vineyard on Westside Road. Black cherry, tangerine and oak reduction make for a bright, brooding combination of medium-bodied lushness and subtle power.",Williams Selyem Estate Vineyard,94,105.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Williams Selyem 2014 Williams Selyem Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
8624,France,"Produced from organically grown grapes, this wine is soft, with raspberry flavors and acidity in equal abundance. It's light in color, tastes mature and should be drunk now.",,86,20.0,France Other,Corse Porto Vecchio,,Roger Voss,@vossroger,Domaine Torraccia 2013 Red (Corse Porto Vecchio),Red Blend,Domaine Torraccia
41976,Italy,"This Brut expression from northern Italy boasts elegant aromas of honeysuckle, stone fruit, spice and crushed almonds. The wine is clean and smooth with creamy effervescence that sits tight over the palate.",Gran Cuvée Brut,91,,Lombardy,Franciacorta,,,,Bellavista 2004 Gran Cuvée Brut Sparkling (Franciacorta),Sparkling Blend,Bellavista
88799,Spain,"Fairly gassy and sulfuric off the bat, so the nose isn't ideal. Patience will be partially rewarded with jammy strawberry and raspberry flavors along with mocha. However, it never does fully get rolling. It settles on solid but midlevel red-fruit flavors and a similar mouthfeel.",,85,18.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Gazur 2006  Ribera del Duero,Tempranillo Blend,Gazur
53829,Spain,"Aromas of scrambled eggs are cidery and flat. This feels soft and unfocused, with low acidity and a mild bead. Green flavors of lettuce and herbs are more salad-like than fruity, while the finish is soft and lacking in edge.",Brut Reserva,84,13.0,Catalonia,Cava,,Michael Schachner,@wineschach,En Fuego NV Brut Reserva Sparkling (Cava),Sparkling Blend,En Fuego
120028,France,"This beautifully balanced wine shows toast that counterpoints the generous yellow fruits and acidity. It's a ripe wine, touched by honey, spice and peach flavors. The aftertaste, with its total freshness, is crisp, lively, mouthfilling and refreshing. Drink from 2018.",Les Pucelles Premier Cru,94,208.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Louis Jadot 2013 Les Pucelles Premier Cru  (Puligny-Montrachet),Chardonnay,Louis Jadot
37884,US,"The best Napa Cabs are soft, concentrated and supple. This pretty wine is all that. It combines the power of sun-ripened fruit with a reluctance on the winemaker's part to overwhelm. This dry wine impresses through restraint, not a knock to the head. The right foods will make it sing.",Jacques de Connick,92,65.0,California,Napa Valley,Napa,,,Beaucanon 1998 Jacques de Connick Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Beaucanon
23976,New Zealand,"Subtle toast and roasted cashew notes accent a wonderfully harmonious blend of stone fruit and citrus in this perennial favorite. It's medium to full in body and round without being fat or soft, long on the finish without being overly shrill or crisp. And it has a track record for aging well for up to 10 years or more.",Moutere,93,42.0,Nelson,,,Joe Czerwinski,@JoeCz,Neudorf 2010 Moutere Chardonnay (Nelson),Chardonnay,Neudorf
29197,Austria,"They could make anything into dessert wine in Burgenland, even Pinot Noir. And this bright gold colored wine is a great success, combining the sweetness and intense acidity with just the lightest touch of tannin. Age this wine for a few more years.",Eiswein,91,,Burgenland,,,Roger Voss,@vossroger,Höpler 2009 Eiswein Pinot Noir (Burgenland),Pinot Noir,Höpler
91189,US,"This Syrah and Grenache blend is soft and easy to drink now, offering raspberry and cherry jam flavors with a hit of sweet, smoky oak.",BEEspoke,85,38.0,California,Santa Ynez Valley,Central Coast,,,Jorian Hill 2008 BEEspoke Red (Santa Ynez Valley),Rhône-style Red Blend,Jorian Hill
26224,Portugal,"Still holding its deep red color, this is otherwise a wine that is now mature and ready to drink, hailing from the first vintage of the Vadio Project. It has earthy flavors of bramble and undergrowth, and a dry character that will become more pronounced over the next years. Luis Patrão started the organic Vadio Project to preserve the native Baga grape grown nine miles from the Atlantic Ocean in central Portugal.",Vadio,88,35.0,Bairrada,,,Roger Voss,@vossroger,Vadio Wines 2005 Vadio Baga (Bairrada),Baga,Vadio Wines
98264,South Africa,"Fresh and vibrant, this offers lively notes of green gooseberry as well as lime pith and leaf that continue on to the light, zippy palate. It's clean, bright and easy to drink, with a saline accent on the close. Drink now.",Christina The Heritage Collection,88,19.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Van Loveren 2016 Christina The Heritage Collection Sauvignon Blanc (Western Cape),Sauvignon Blanc,Van Loveren
54739,US,"This blend of grapes from Bien Nacido, Presqu'ile and Riverbench vineyards is light in color with aromas of turned earth, dust and sliced strawberries. It's elegant and lean on the palate, with lots of slate and graphite minerality warming up toward macerated strawberry sauce. Pair with everything from white fish to pork tenderloin.",,92,30.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,La Fenêtre 2012 Pinot Noir (Santa Maria Valley),Pinot Noir,La Fenêtre
100471,US,"Anyone who doesn't like barnyard smells will want to steer clear of this funky example from Iowa. The crisp palate shows some cherry notes and little tannin. Finishes with some oily, ashy notes.",Roy's Vineyard at Cherry Creek,81,20.0,Iowa,Iowa,,,,Jasper 2006 Roy's Vineyard at Cherry Creek Chancellor (Iowa),Chancellor,Jasper
128525,US,Winemaker Marie-Eve Gilla has a knack for making quality Chardonnay. This one brings aromas of crème fraîche along with pineapple and other tropical fruits. The palate shows restraint.,,89,28.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Forgeron 2014 Chardonnay (Columbia Valley (WA)),Chardonnay,Forgeron
12626,US,"Yes, it's gigantic in alcohol. But it's dry, creamy-smooth and softly delicious, with palate-caressing flavors of raspberries, cherries, red currants, mocha, cinnamon and pepper. Very nice by itself and will lift up short ribs or BBQ.",Bacchi Vineyard Old Vine,88,40.0,California,Russian River Valley,Sonoma,,,St. Francis 2007 Bacchi Vineyard Old Vine Zinfandel (Russian River Valley),Zinfandel,St. Francis
2812,US,"Robust and brawny, this substantial offering features concentrated layers of smoke, leather and sage-inflected tannins. It finishes in a wrapping of bittersweet chocolate.",Estate Grown and Produced,87,25.0,California,Oakville,Napa,Virginie Boone,@vboone,Oakville Winery 2013 Estate Grown and Produced Zinfandel (Oakville),Zinfandel,Oakville Winery
4545,US,"Made from organic grapes, Green Truck's Petite has not a lot going on aromatically and exhibits very little in the way of the variety's profile, tasting like generic red wine.",,81,14.0,California,Mendocino County,,Virginie Boone,@vboone,Green Truck 2010 Petite Sirah (Mendocino County),Petite Sirah,Green Truck
9976,Italy,"Subdued aromas of Spanish broom and brimstone float from the glass. The vertical palate offers yellow apple, citrus zest and mineral alongside crisp acidity.",Animalucente Bianco,87,45.0,Sicily & Sardinia,Etna,,Kerin O’Keefe,@kerinokeefe,Contrada Santo Spirito di Passopisciaro 2012 Animalucente Bianco  (Etna),White Blend,Contrada Santo Spirito di Passopisciaro
17651,Portugal,"A classic Dão blend, which includes Alfrocheiro and Jaen grapes, this is produced by top winemaker Alvaro Castro. A year in oak has given it richness and a smooth, almost velvety character. Underneath this surface, the tannins are all there, balancing the ripe fruit flavors. It will develop well; drink from 2017.",DAC,92,16.0,Dão,,,Roger Voss,@vossroger,Obrigado 2012 DAC Red (Dão),Portuguese Red,Obrigado
94850,France,"Opulent and ripe, this wine has fine tannins that support the rich red fruit and smoky acidity. The weight and concentration of the wine make it so attractive and indicate it will develop well. Drink from 2019.",Aux Fourneaux Premier Cru,91,18.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Louis Max 2014 Aux Fourneaux Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Louis Max
115921,US,"Gothic is the project of a New York-based restaurateur and sommelier team. This spent 10 months in 15% new French oak. Scents and flavors of rubber tire dominate, and the tannins are hard and harsh. Airing it out helps a bit, but the bitterness does not entirely disappear.",Nevermore,85,24.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Gothic 2013 Nevermore Pinot Noir (Willamette Valley),Pinot Noir,Gothic
31586,Italy,"This has a classic Nebbiolo nose of new leather, rose petal, red berry, tilled earth and a whiff of aniseed. On the palate, toast, white pepper and a hint of oak-driven spice back up a core of sour cherry. It's still tightly wound and needs a few more years to come together. Drink 2018–2025.",Meruzzano Riserva,90,22.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Cantina del Nebbiolo 2010 Meruzzano Riserva  (Barbaresco),Nebbiolo,Cantina del Nebbiolo
54762,Italy,"One of the ultimate expressions of Etna, San Lorenzo is an elegant, determined and sophisticated wine with a steady stream of delicate aromas—wild berry, crushed granite, smoke and cola—that build in momentum and evolve beautifully over time. The mouthfeel is firm and structured, with polished tannins and a bright berry endnote.",San Lorenzo,94,55.0,Sicily & Sardinia,Etna,,,,Girolamo Russo 2008 San Lorenzo  (Etna),Nerello Mascalese,Girolamo Russo
122702,Australia,"Rosemount's Diamond Label Chardonnay used to be a terrific value, so it is encouraging to see its quality once again on the rise. Smoky notes add complexity to the bold pear and melon fruit in this plump, harmonious wine; drink it over the next few months.",Diamond Label,88,10.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Rosemount 2009 Diamond Label Chardonnay (South Eastern Australia),Chardonnay,Rosemount
46293,US,"A rich Pinot that offers power and density, this is stuffed with cherry, cola and pomegranate notes. It has sizable tannins, so give it 5–6 years to let them mellow.",Solomon Hills VIneyard,89,42.0,California,Santa Maria Valley,Central Coast,,,Flying Goat Cellars 2010 Solomon Hills VIneyard Pinot Noir (Santa Maria Valley),Pinot Noir,Flying Goat Cellars
103557,US,"This pioneering Alsatian-inspired winery always amazes with this distinctive and approachable bottling. Bright botanical aromas of mandarin orange rind, honeysuckle and pear give way to a zesty palate full of preserved citrus and marmalade flavors, all set against a firm structure and racy acidity. The finish—which is bone dry—opens with nectarine notes, then sails off with a flash of herbs.",Dry,91,22.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Claiborne & Churchill 2015 Dry Gewürztraminer (Central Coast),Gewürztraminer,Claiborne & Churchill
25573,France,"The name, Mineral, says everything you need to know about the texture of this wine. It is also rich, generous and ripe with apricot and melon flavors. This easygoing wine has a soft aftertaste that makes it drinkable now.",Minéral,85,18.0,Burgundy,Mâcon-Loché,,Roger Voss,@vossroger,Cave des Grands Crus Blancs 2016 Minéral  (Mâcon-Loché),Chardonnay,Cave des Grands Crus Blancs
103420,Australia,"Coonawarra is Cabernet country, but this Chardonnay is a solid contender. Subtle toast and citrus aromas show admirable restraint, while there's ample weight and the flavors of pineapple and melon finish clean and citrusy.",Aradia,89,20.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Penley Estate 2011 Aradia Chardonnay (Coonawarra),Chardonnay,Penley Estate
116102,France,"96-98 Barrel sample. An impressive wine, a true return to form for Cheval Blanc. The fruit is enormous, packed with sweet black berry juice, and with a brilliant freshness. There is a lovely smoky character, topped by ripe figs.",Barrel sample,97,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Cheval Blanc 2009 Barrel sample  (Saint-Émilion),Bordeaux-style Red Blend,Château Cheval Blanc
107154,Italy,"Even though only 20% of this Riserva is aged in barriques, this internationally-styled Verdicchio shows dominant oak, vanilla and butterscotch sensations that overwhelm the more subtle floral and citrus characteristics.",Riserva,86,25.0,Central Italy,Verdicchio di Matelica,,Kerin O’Keefe,@kerinokeefe,Belisario 2010 Riserva  (Verdicchio di Matelica),Verdicchio,Belisario
110695,US,"A directly appealing wine with notes of apple, toast and melon. It's fresh in feel, medium bodied with a good sense of balance throughout and a lingering finish.",,90,14.0,Oregon,Rogue Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Foris 2012 Chardonnay (Rogue Valley),Chardonnay,Foris
15558,US,"This wine from a newer vineyard in the recently named Ballard Canyon appellation offers aromas of boysenberry, black pepper and a judicious amount of creosote. It's elegantly structured along a line of ripe purple to tarry black flavors—think burnt ends of beef tip coated in smashed wild berries and crushed Indian spices.",Kimsey Vineyard,94,50.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Jaffurs 2012 Kimsey Vineyard Syrah (Santa Barbara County),Syrah,Jaffurs
48369,US,"The cold vintage compromised this wine, giving it high acidity and unripe flavors of green peppercorns, citrus fruits, dried hay and ammonia.",Willowside,82,20.0,California,Russian River Valley,Sonoma,,,Merriam 2010 Willowside Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Merriam
21335,Italy,"Here's a less formal expression of Garganega that would pair with eggplant curry and fragrant basmati rice. Aromatically speaking, the wine is extremely floral with layers of lemon blossom and jasmine.",Corte del Sole,86,12.0,Veneto,Soave,,,,Monte Tondo 2010 Corte del Sole  (Soave),Garganega,Monte Tondo
55147,Italy,"Darkly colored, this wine opens with aromas of menthol, espresso and plum. The one-dimensional palate is surprisingly dense for the vintage, offering black cherry, espresso and clove alongside polished tannins.",,87,27.0,Tuscany,Rosso di Montalcino,,Kerin O’Keefe,@kerinokeefe,La Fiorita 2014  Rosso di Montalcino,Sangiovese,La Fiorita
88266,Spain,"Concentrated and solid, but not a wrecking ball. The nose offers tobacco and earthy aromas, while the palate is jammy and smooth, with sweet flavors of blackberry, fig and tobacco. Spicy enough and pretty long on the finish, with another wave of tobacco. Almost too ripe but not quite. 70% Cabernet Sauvignon and 30% Syrah, as is the 87-point 2006 vintage.",Finca Moncloa,89,35.0,Andalucia,Vino de la Tierra de Cádiz,,Michael Schachner,@wineschach,González Byass 2005 Finca Moncloa Cabernet Sauvignon-Syrah (Vino de la Tierra de Cádiz),Cabernet Sauvignon-Syrah,González Byass
71950,France,The nose seems closed. There is just a hint of earthiness. The slender palate has edges of mocha and smoke that frame its fresh crisp tart red-cherry fruit. The body is light but held within a very fine-boned structure that leads to a dry clean finish.,Saint Gregoire,89,20.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Henri Schoenheitz 2014 Saint Gregoire Pinot Noir (Alsace),Pinot Noir,Henri Schoenheitz
49377,Spain,"Broken up on the nose, with a nutty, leafy set of over-the-hill aromas. Feels soupy, with hard acids and flavors of tomato, herbs and heavy sweetness. It shows a few good qualities but not enough to rate better.",Reserva,83,23.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Viña Hermosa 2004 Reserva  (Rioja),Tempranillo,Viña Hermosa
69207,US,"Shows everything great about its vintage and terroir. It's a strong, young Pinot Noir, rich in tannins and dense in almost jammy blackberries, cherries and chocolaty cola that are delicious in and of themselves. As good as it is, this is a wine that wants some time to integrate and mellow. Give it until 2011, if you can.",Bien Nacido Vineyard,93,40.0,California,Santa Maria Valley,Central Coast,,,Byron 2007 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Byron
52007,Italy,"Organic farmer and winemaker Raffaele Di Tuccio delivers an easy 50-50 blend of Sangiovese and Montepulciano that bears simple aromas of cherry and wet earth. It shows a fresh, compact finish that would work nicely with tomato sauce and grated Parmigiano.",,86,15.0,Southern Italy,Puglia,,,,Antica Enotria 2010 Red (Puglia),Red Blend,Antica Enotria
126620,South Africa,"Bright, lively notes of yellow peach, apricot and melon adorn the bouquet of this attractive white, while hints of spiced orange, ginger and fresh herbs mingle in the background. It's medium weight and well balanced, with ample acidity and final touches of rosewater and sweet spice that grace the finish. Drink now.",Reserve,89,22.0,Wellington,,,Lauren Buzzeo,@laurbuzz,Diemersfontein 2014 Reserve Viognier (Wellington),Viognier,Diemersfontein
120005,US,"Vanilla, saffron and other exotic yellow spices are laced amidst the dried apples, dried pineapples and just-cut lemons on the nose of this wine from a vineyard on the cool western fringe of the appellation. It's fairly broad in the mouth, with lots of lemon zest, cooked apples and more vanilla, cut by a pithy bitterness.",Solomon Hills Vineyard,92,34.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Ryan Cochrane 2013 Solomon Hills Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Ryan Cochrane
50028,US,"This reserve wine is a four grape, Bordeaux-style blend, with Cabernet Sauvignon holding the principal spot. The flavors are diffuse, lightly herbal and peppery, with little concentration or definition.",Thornwood Reserve,85,49.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Challenger Ridge 2010 Thornwood Reserve Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Challenger Ridge
12821,US,"A relatively tiny offering from the winery, this white showcases a 44-acre estate site planted to the variety since the 1970s and offers subtle aromas of lemon and lime. Medium in weight and mouthfeel, it ventures into ripe kiwi and pear before ending in a lift of wet stone.",La Petite Etoile Vineyard,88,22.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Chateau St. Jean 2013 La Petite Etoile Vineyard Fumé Blanc (Russian River Valley),Fumé Blanc,Chateau St. Jean
82294,France,"There are some rough edges here, as well as a touch of bitterness. The quince and spiced apple flavors are crisp and fresh with a peppery character. The wine that is very dry and firm on the finish.",Brut,85,,Alsace,Crémant d'Alsace,,Roger Voss,@vossroger,Domaine Gresser NV Brut Sparkling (Crémant d'Alsace),Sparkling Blend,Domaine Gresser
84073,Italy,"There's a toasted note of charred toast or wood in front of the variety's natural fruit. You'll get roasted almond as well as mature yellow fruit and a clean, zesty feel in the mouth.",,85,20.0,Northeastern Italy,Colli Orientali del Friuli,,,,Guerra 2006 Sauvignon (Colli Orientali del Friuli),Sauvignon,Guerra
97643,Portugal,"Still young, this is a complex wine. It has layers of dusty tannins, spiced fruits, ripe blackberries and a dark structure. Black chocolate and licorice feed extra richness into the wine. Very smooth aftertaste.",Reserva,92,25.0,Douro,,,Roger Voss,@vossroger,Quinta de Ventozelo 2007 Reserva Red (Douro),Portuguese Red,Quinta de Ventozelo
29544,Georgia,"Aged in buried clay vessels in accordance with ancient Georgian winemaking techniques, then transferred to new oak, there's a core of bright cherry fruit, coffee grinds and vanilla on the nose and palate of this unique Saperavi. It's a good wine, but charred wood, jagged tannins and hints of barnyard tend to obscure all the lovely fruit.",Satrapezo,84,40.0,Kakheti,,,Anna Lee C. Iijima,,Telavi 2007 Satrapezo Saperavi (Kakheti),Saperavi,Telavi
10681,US,"With sugary, jellied flavors of cherry and berry, along with abundant oak-derived notes of sweet buttered toast and vanilla-cream, this is easy to drink.",,84,32.0,California,Napa Valley,Napa,,,Deep Sea 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Deep Sea
82549,US,Spun sugar scents lead into a wine with modest fruit flavors. The mouthfeel and finish are a touch dilute.,Anna Maria,82,24.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Valley View 2006 Anna Maria Cabernet Sauvignon (Applegate Valley),Cabernet Sauvignon,Valley View
3087,US,"A little on the soft side, but very dry, with smoky oak and blackberry fruit dominating. Feels good and chewy and rich, with interesting herb and spice notes. Will age for a few years, but not for a long time. Give it a good decant.",Claret,88,35.0,California,Napa Valley,Napa,,,Bell 2007 Claret Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Bell
113899,Croatia,"Savory in style with notes of smoke and black tea leaves on the nose, this full-bodied dry Welschriesling is vibrant on the palate with fresh apples and herbs. Strikingly high in acidity but finishes on a pleasantly tart apple skin note.",Graševina,85,15.0,Podunavlje,,,Anna Lee C. Iijima,,Podrumi Belje 2009 Graševina Welschriesling (Podunavlje),Welschriesling,Podrumi Belje
31092,Italy,"This Sangiovese-based wine is redolent of smoked bacon, sweet barbecue sauce and campfire. Yet it goes down easy and smoothly thanks to the dense fruit flavors that enliven the palate.",I Piaggioni,86,16.0,Tuscany,Toscana,,,,Mocali 2005 I Piaggioni Sangiovese (Toscana),Sangiovese,Mocali
17400,US,"Another attempt at a low-impact Chardonnay unfettered by oak, this result is curiously confectionary and sweet. Apple flavors veer into candy territory and the wine is slightly fat instead of crisp, despite the low alcohol and stainless-steel fermentation.",Un-Oaked,84,14.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,River Road 2013 Un-Oaked Chardonnay (Sonoma County),Chardonnay,River Road
111067,Spain,"Dark in color, with plum, berry and medicinal aromas. Round, full and in good shape, with dark plum, blackberry and a lot of oak for a $10 wine. Finishes creamy and big, with a spicy aftertaste. Plump and solid for value-priced Graciano.",,87,10.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Rio Madre 2010  Rioja,Graciano,Rio Madre
27736,US,"This vintage's blend is 50% Syrah, 25% Cinsault and smaller percentages of other varieties. It's an oaky, cedar-tinged, gamy red that's big in the mouth, dense and tannic with Michael David's smoky signature.",,87,18.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Incognito 2009 Red (Lodi),Red Blend,Incognito
65164,Portugal,This blend of the white Trincadeira das Pratas and Arinto is soft and perfumed. It has some ripe acidity and an open texture. The aftertaste brings in some attractive melon flavor. Drink now.,Selection,85,8.0,Tejo,,,Roger Voss,@vossroger,Quinta da Lapa 2015 Selection White (Tejo),Portuguese White,Quinta da Lapa
51944,US,"This is one of ONX's drier, leaner wines. Blended from Grenache, Tempranillo and Mourvèdre, the raspberry and red currant flavors are grounded with notes of roasted meat, leather and tobacco. It's a fascinating, elegant wine to drink over the next few years.",Mad Crush,92,45.0,California,Paso Robles,Central Coast,,,ONX 2011 Mad Crush Red (Paso Robles),Red Blend,ONX
4819,US,"The winery continues to try to figure out how to grow Cabernet in this remote part of the county. Ripeness isn't the problem. Structure is. The flavors are upfront in blackberries, cherries and currants, but complexity and dryness remain challenges.",Santa Barbara Highlands Vineyard,85,26.0,California,Santa Barbara County,Central Coast,,,La Fenêtre 2006 Santa Barbara Highlands Vineyard Cabernet Sauvignon (Santa Barbara County),Cabernet Sauvignon,La Fenêtre
111601,South Africa,"A complex, kitchen-sink blend of 29% Chenin Blanc, 23% Roussanne, 11% Viognier, 11% Chardonnay, 10% Grenache Blanc, 5% Colombar, 5% Grenache Gris, 2% Sémillon, 2% Clairette and 1% Verdelho, there's a lot to be discovered in this wine. Melon, pear and sweet citrus lead the bouquet, with nuances of orange blossom and honeysuckle, while spicy flavors of baked apple, glazed canteloupe and lightly-mulled pear flood the palate. Round and forward, with a silky texture; give it time to open up now or hold another couple of years.",,90,42.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,A.A. Badenhorst Family Wines 2009 White (Coastal Region),White Blend,A.A. Badenhorst Family Wines
121729,France,"This is a softly ripe, blackberry-flavored wine, with its tannins lending a firm core. Along with the stalky fruit, the wine is dry with acidity. Drink now.",,84,,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Les Portes de Bordeaux 2009  Bordeaux,Bordeaux-style Red Blend,Les Portes de Bordeaux
99009,Germany,"Intensely ripe, fleshy black cherry and blueberry flavors are peppered with spice and vanilla in this fragrant, plush Dornfelder. Subtly sweet, it's an easy, fruit-forward wine for early consumption.",Sweet Red,86,11.0,Rheinhessen,,,Anna Lee C. Iijima,,Sun Garden 2013 Sweet Red Dornfelder (Rheinhessen),Dornfelder,Sun Garden
