Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
10581,Uruguay,"Oak, vanilla and furry berry aromas are raisiny and overly sweet. This Ripasso from dried Tannat grapes weighs in heavy and feels rustic. Saturated toasty flavors of oak, prune and raisin finish dark, minty and chocolaty.",Angel's Cuvée Ripasso de,84,40.0,Atlantida,,,Michael Schachner,@wineschach,Viñedo de los Vientos 2008 Angel's Cuvée Ripasso de Tannat (Atlantida),Tannat,Viñedo de los Vientos
99162,France,A relatively full style of Muscadet that has a strong grapefruit flavor. It is ripe—that's the vintage—while still retaining a good citrus edge.,Saint-Géréon Sur Lie,86,12.0,Loire Valley,Muscadet Coteaux de la Loire,,Roger Voss,@vossroger,Domaine Guindon 2009 Saint-Géréon Sur Lie  (Muscadet Coteaux de la Loire),Melon,Domaine Guindon
628,Australia,"This plush, full-bodied wine is already delicious, delivering wave after wave of savory fruit flavor, something like soy-marinated, char-grilled beef. Tannins are supple enough to make this wine drinkable now, yet plentiful enough to suggest ample cellaring potential. Drink now-2030.",Alluvial Fans,92,35.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Kangarilla Road 2012 Alluvial Fans Shiraz (McLaren Vale),Shiraz,Kangarilla Road
78970,US,"Pure and fruity, this medium-bodied wine is supersmooth in texture, quietly flavorful and well balanced. The light acidity and mild tannins are well integrated and support delicious black-cherry and blueberry flavors perfectly.",Eagle Peak,88,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Fetzer 2015 Eagle Peak Merlot (California),Merlot,Fetzer
93994,US,"This creative blend of 74% Viognier, 19% Chardonnay, 4% Grenache Blanc and 3% Albariño delivers a juicy nose of squeezed orange and peach with tangerine-rind edge and yellow-cake warmth. There's a flash of acidity at first sip, then the flavors dive toward green apples, guava and banana, altogether both ripe and sour.",,85,16.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Quadrant 2013 White (Paso Robles),White Blend,Quadrant
32212,US,"Sharp and a bit disjointed, this is an uneasy mix of sweet strawberry fruit and stemmy tannins. The Tempranillo is blended with 25% Cabernet Franc.",,85,33.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Cave B 2011 Tempranillo (Columbia Valley (WA)),Tempranillo,Cave B
8050,France,"This blend of 45% Grenache Blanc, 25% Roussanne, 15% Clairette and 15% Viognier features notes of melon, banana and pineapple backed by a hint of wet stone. It's medium to full in body, with a silky texture, then thins out a bit on the tart finish. Drink up.",Vieilles Vignes,86,15.0,Rhône Valley,Costières de Nîmes,,Joe Czerwinski,@JoeCz,Château de Nages 2012 Vieilles Vignes White (Costières de Nîmes),Rhône-style White Blend,Château de Nages
2532,New Zealand,"At this early stage, the oak is still prominent. Mocha and brown sugar mark the nose, the palate offers dark-roasted coffee bean notes and the finish seems rather dry and astringent. But dig deeper, and a core of cherry fruit comes into focus, fully ripened to silky tannins and just needing time to emerge. Drink 2018–2025.",Bendigo Single Vineyard,89,45.0,Central Otago,,,Joe Czerwinski,@JoeCz,Quartz Reef 2013 Bendigo Single Vineyard Pinot Noir (Central Otago),Pinot Noir,Quartz Reef
87637,New Zealand,"This doesn't have the same floral notes on the nose as the other 2014s from Escarpment, but instead offers aromas of baking spices, vanilla and black cherries. In the mouth, it's crisp and medium in weight—not the most generous wine right now—but the tart, lingering finish suggests it should age well. Try after 2018.",Te Rehua Single Vineyard,90,59.0,Martinborough,,,Joe Czerwinski,@JoeCz,Escarpment 2014 Te Rehua Single Vineyard Pinot Noir (Martinborough),Pinot Noir,Escarpment
27880,Austria,"This is a ripe, spicy and pepper-flavored wine. It has pear and green plum notes that give a crisp edge to the rich texture. There is a mineral touch that brings out the acidity to balance the opulence. Age for 2–3 years. Screwcap.",Terrassen  Smaragd,89,30.0,Wachau,,,Roger Voss,@vossroger,Domäne Wachau 2011 Terrassen  Smaragd Grüner Veltliner (Wachau),Grüner Veltliner,Domäne Wachau
123921,France,"A classic blend from Gascony, this wine combines all the right crisp and herbal flavors. It is tangy with lemon juice and delicious acidity. The fine fruitiness is right up front, ready to be drunk now.",,85,,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine la Taste 2016 White (Côtes de Gascogne),White Blend,Domaine la Taste
100250,US,"Production of the winery's most affordable red wine has zoomed up, with six different grapes—principally Merlot, Sangiovese and Syrah—comprising the blend. It's a kitchen sink wine, pleasant but wholly generic in flavor, with a saline edge to the brambly red fruits.",River's,86,14.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Three Rivers 2012 River's Red (Columbia Valley (WA)),Red Blend,Three Rivers
83484,Argentina,"Smooth, mellow, chunky, sweet and heavily oaked. It's a modern New World Chard in every way; the palate is full, chunky and sweet, with flavors of spiced apple and tropical fruits including banana. Vanilla and cream carry the finish, and overall this is well made and rich but unctuous.",Catena Alta,88,35.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Catena Zapata 2007 Catena Alta Chardonnay (Mendoza),Chardonnay,Bodega Catena Zapata
40447,US,"Heavy, soft and dense, like melted black cherry and raspberry marmalade, sprinkled with cinnamon, brown sugar and nutmeg. Rich, but lacks vitality. Drink now.",Laetitia Vineyard,85,33.0,California,Arroyo Grande Valley,Central Coast,,,Verve 2008 Laetitia Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,Verve
81511,France,"This brand new, crisp and fresh wine is so young. Even a rosé can benefit from a few months aging, and this wine with its tight red fruits and lightly tannic texture will be better being drunk after the summer when its fruitiness will explode in the mouth. It is ripe, light and packed with acidity at the end.",La Porte du Caillou,87,22.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Henri Bourgeois 2015 La Porte du Caillou Rosé (Sancerre),Rosé,Henri Bourgeois
59679,France,"Seriously structured, this is a powerful and tannic cru wine. It has a dry firm core that is guarding the blackberry and cherry fruits. As they develop, the wine will become riper and richer. Wait until 2019 to drink this long-term wine.",Les Délys,92,,Beaujolais,Morgon,,Roger Voss,@vossroger,Jean-Pierre Large 2015 Les Délys  (Morgon),Gamay,Jean-Pierre Large
75982,France,"There is no question about the richness and structure of this powerful wine. The 2010 vintage has brought that out in every Bordeaux. Here is shows in the rich blackberry fruits, the dense tannins and the general ripeness of the wine. Wait until late 2015 to drink.",,89,28.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Les Gravières de la Brandille 2010  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Les Gravières de la Brandille
101388,Italy,"This is a tonic, almost crunchy, Prosecco with spicy effervescence and lingering notes of candied lemon drops, lavender and honey. Its overall intensity is high without being pungent and there are loads of peach-like flavors over the crisp finish.",Brut Cuvée di Boj,88,,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Valdo NV Brut Cuvée di Boj  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Valdo
107170,Italy,"The high acidity on this wine gives it a sharp and steely personality, especially on first impression. Those sharp edges will soften with time but the wine already shows slightly aged aromas of candied berries, tar, tobacco and leather. Pair it with creamy pasta dishes.",Da Vinci,88,60.0,Tuscany,Brunello di Montalcino,,,,Cantine Leonardo 2008 Da Vinci  (Brunello di Montalcino),Sangiovese Grosso,Cantine Leonardo
126828,US,"Not clear what the blend is on this red wine, because the winery doesn't tell us. But it's very good, showing rich black cherry, red currant, mocha and spice flavors. What a great price for such a nice, drinkable wine.",Rosso di Napa,88,18.0,California,Napa Valley,Napa,,,Ca' Momi 2011 Rosso di Napa Red (Napa Valley),Red Blend,Ca' Momi
24732,France,"Bold and juicy, this is a ripe, forward wine. With red berry fruits prominent, it conveys attractive fruitiness. Tannins in the background suggest medium-term aging. Drink from 2016.",,85,15.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Mazails 2011  Médoc,Bordeaux-style Red Blend,Château Mazails
80037,France,"With its high proportion of Cabernet Sauvignon, this second wine of Mouton-Rothschild is packed with black currant fruit as well as the intense acidity of the vintage. The fruit is rich, ripe and dark with tannins and black plum flavors. There is spice and toast from the wood aging that will soften as the wine ages. Drink from 2023.",Le Petit Mouton,92,,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Mouton Rothschild 2014 Le Petit Mouton  (Pauillac),Bordeaux-style Red Blend,Château Mouton Rothschild
125498,US,"Big, but nicely proportioned and balanced, this dark, spicy, rich, dry wine makes the mouth water for a slab of grilled meat. It has ripe blackberry, espresso and mild smoky flavors, surprisingly smooth tannins and a lingering finish.",High Elevation,90,23.0,California,Lake County,,Jim Gordon,@gordone_cellars,Shannon Ridge 2012 High Elevation Petite Sirah (Lake County),Petite Sirah,Shannon Ridge
110035,Spain,"This is another of Hidalgo's superb 30-year-old Sherries, and this example shows hazelnut, butterscotch and citrus aromas on a lifted, luxe nose. The mouthfeel is just right, with oily weight cut by sharp acidity. Flavors of apricot, orange peel, toffee and almond skins finish long and unwavering.",Vinos Viejos de Hidalgo Amontillado Napoleon 30 Years Old,93,120.0,Andalucia,Jerez,,Michael Schachner,@wineschach,Bodegas Hidalgo NV Vinos Viejos de Hidalgo Amontillado Napoleon 30 Years Old Sherry (Jerez),Sherry,Bodegas Hidalgo
62122,France,"Earthy notes mix in with fresh Mirabelle plum notes and juicy apples. The palate is fresh, bouncy and light. Drink soon.",Collection,86,14.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Cave de Ribeauvillé 2015 Collection Pinot Blanc (Alsace),Pinot Blanc,Cave de Ribeauvillé
105611,Bulgaria,"This wine offers fragrances of vanilla, cherry and cherry cola. A fruity palate of cherry and black plums is backed by soft notes of vanilla and a core of satiny tannins.",Enira,90,15.0,Thracian Valley,,,Jeff Jenssen,@worldwineguys,Bessa 2010 Enira Red (Thracian Valley),Red Blend,Bessa
89723,Uruguay,"Aromas of sawmill and burnt wood are dominant. This feels resiny and sticky. Flavors of spiced apple are smothered by heavy-handed oak, while this is flat as a board and resiny tasting on the finish.",Traversa,81,12.0,Uruguay,,,Michael Schachner,@wineschach,Familia Traversa 2014 Traversa Chardonnay (Uruguay),Chardonnay,Familia Traversa
129126,US,"Black olive, blackberry and smoky charcuterie make this an interesting Merlot. It comes from the cooler confines of Carneros, where it meets the sprawling Sonoma Coast. Austere, the midpalate delves into coffee and chocolate notes.",Estate Grown,87,18.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Cline 2012 Estate Grown Merlot (Sonoma Coast),Merlot,Cline
41371,Argentina,"Earthy leathery berry and briar patch aromas are a touch tomatoey. This feels sturdy, but that's really all you can say about the mouthfeel. Peppery spicy red-berry flavors are a bit grassy on the finish.",Reserve,86,14.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Cruz Alta 2014 Reserve Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Cruz Alta
79650,US,"This wine—the only of its kind in the state—is a blend of 70% Carignan and 30% Grenache. It brings appealing, quite pure aromas of herbs, bramble and red fruit. The flavors also bring a compelling sense of purity, with no new oak influence anywhere in sight. Put it on the dinner table to see it shine.",,91,30.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Syncline 2015 Grenache-Carignan (Horse Heaven Hills),Grenache-Carignan,Syncline
26545,France,"Fresh, fruity and fragrant, this wine has a pure line of acidity and crisp citrus alongside its tangy texture. The tightness shows its aging potential; drink from 2020. Founded in the 13th century by Benedictine monks, Château Carbonnieux is one of the oldest estates in the Bordeaux region. In 1956, Marc Perrin purchased the château and began vineyard and winery renovations that were continued by son Antony. The property is now run by grandsons Eric and Philibert.",,92,42.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Carbonnieux 2013  Pessac-Léognan,Bordeaux-style White Blend,Château Carbonnieux
15513,Portugal,"Structured and still very young, this richly exuberant wine is bursting to get beyond its tannins. The black fruits and dark texture are piled high and laced with intense acidity. It has the mineral character that seems often to appear in wines from the remote, mountainous Beira Interior, giving the potential for considerable aging. Drink from 2018.",Beyra Superior,93,20.0,Beira Interior,,,Roger Voss,@vossroger,Rui Roboredo Madeira 2012 Beyra Superior Red (Beira Interior),Portuguese Red,Rui Roboredo Madeira
67307,Spain,"Briary, dry, lightly oaked aromas of plum and berry lead to a bright, forward, juicy palate with fresh acidity and racy flavors of cherry and plum. This is short but clean on the finish, and overall it's the type of simple, drinkable, affordable Ribera del Duero that fans of the region don't come across often enough.",,89,12.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Maitea 2012  Ribera del Duero,Tempranillo,Maitea
85344,Portugal,"Pitch black wine, densely concentrated, powerful, its wood aging giving shape to the huge fruit and tannins. Ripe black fruits add a juicy character, with a jammy richness complemented by exotic spices. The wine needs five years' cellaring.",Reserva,93,,Alentejano,,,Roger Voss,@vossroger,Herdade das Servas 2008 Reserva Red (Alentejano),Portuguese Red,Herdade das Servas
69025,Chile,"A very tight and meaty wine, with lots of vitality and plenty of rich liqueur-like characteristics. The juicy palate burst with cassis and black cherry, while the finish is equally full force. Clearly Pablo Morandé has found something by mixing Syrah and Cabernet.",Edición Limitada - 22 Barricas,89,18.0,Maipo Valley,,,Michael Schachner,@wineschach,Morandé 2001 Edición Limitada - 22 Barricas Syrah-Cabernet (Maipo Valley),Syrah-Cabernet,Morandé
66606,Spain,"Basic aromas of white fruits and pumpkin precede a sharp palate with a high malic acid content. Tart apple, gooseberry and salty flavors run long due to blazing acidity.",,87,20.0,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Altos de Cristimil 2014 Albariño (Rías Baixas),Albariño,Altos de Cristimil
33258,US,"Solid and substantial, this single-vineyard wine has real meat on its bones, both figuratively and literally, as it carries some savory notes along with ripe blackberry fruit. The acid-tannin balance is picture-perfect, and though sturdy and ripe, it conveys an impression of grace and elegance.",Five Mountain,92,60.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Elk Cove 2012 Five Mountain Pinot Noir (Willamette Valley),Pinot Noir,Elk Cove
14517,Argentina,"On the nose, this smells of burnt oak, raisin and ultraripe cherry. The palate is compact and heavy, with chewy density. Baked, rooty flavors of cola, prune and chocolaty oak finish with thick, candied berry residuals.",,88,16.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Durigutti 2015 Malbec (Mendoza),Malbec,Durigutti
111475,US,"Cinnamon, nutmeg and black pepper vie for attention in this full-bodied, concentrated estate-grown wine. Dried herb, earth and plummy blackberry compote form the midpalate, before tart cranberry and rhubarb elements arise on the finish.",Estate Grown,88,,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Cline 2013 Estate Grown Pinot Noir (Sonoma Coast),Pinot Noir,Cline
107593,France,"A dry style, this classic nonvintage from Philipponnat is showing well, with greater depth than in the past. The wine has maturity, with toast, almonds and cookies, but retaining the acidity to give a wine that is mouthfilling and also refreshing.",Royale Réserve Brut,92,50.0,Champagne,Champagne,,Roger Voss,@vossroger,Philipponnat NV Royale Réserve Brut  (Champagne),Champagne Blend,Philipponnat
46876,Portugal,"Seriously dense and with signs of extraction, this is a powerful wine. Its big black fruits give it richness while there is also fine juicy acidity. It comes from vines over 100-years-old grown on the spectacularly steep slopes of the quinta. The wine is still young, so don't drink before 2019.",Grande Reserva,94,80.0,Douro,,,Roger Voss,@vossroger,Quinta da Foz 2013 Grande Reserva Red (Douro),Portuguese Red,Quinta da Foz
79962,Germany,"To judge by its nose, this medium-bodied Riesling is quiet and introverted. And the flavors are also relatively neutral, with a slight earthiness and savory character defining its profile. Has the same lingering beefy-brininess on the finish as the other Liebfruenstift wines, just not as intense.",Wormser Trocken,87,42.0,Rheinhessen,,,Joe Czerwinski,@JoeCz,Weingut Liebfrauenstift 2009 Wormser Trocken Riesling (Rheinhessen),Riesling,Weingut Liebfrauenstift
66250,France,"This is a nonvintage wine based around the 2010 vintage (R stands for Récolte or harvest). Now showing signs of maturity, with hints of toast, it is a rich, full-in-the-mouth wine layered with swathes of citrus and apple fruit flavors balanced with a tight, mineral texture. This dry wine is ready to drink.",R.010 Brut,91,53.0,Champagne,Champagne,,Roger Voss,@vossroger,Lallier NV R.010 Brut  (Champagne),Champagne Blend,Lallier
56253,US,"This has notes of black cherry and smoky tar. It's tannins can barely be wrapped around one's lips on first sip, but let the wine open (and/or age) and its black cherry, berry, coffee and mint components swirl together in exciting ways.",Estate,88,28.0,California,Amador County,Sierra Foothills,Virginie Boone,@vboone,Andis 2010 Estate Zinfandel (Amador County),Zinfandel,Andis
44767,Spain,"This ripe holdover from 2006 proves that Priorat wines can age well. This wine is full of licorice, spice cake and other heady aromas, while the palate is lush and chewy, but still hanging in there. Flavors of black fruits, chocolate, burnt toast, black coffee and licorice finish dense and long. Drink now through 2020.",Vall Por,93,37.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Sangenís I Vaqué 2006 Vall Por Red (Priorat),Red Blend,Sangenís I Vaqué
18429,South Africa,"Seductive and forward, the Avec Chêne (with wood) boasts intense aromas of vanilla, butter and cream that frame the superripe peach and guava fruits. A touch of honey and sweet spice add depth to the round, creamy-textured palate. Rich but not overdone, with a sweet orange oil lift to the long, evolving finish. Drink 2013-2015.",Avec Chêne,91,35.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Simonsig 2010 Avec Chêne Chenin Blanc (Stellenbosch),Chenin Blanc,Simonsig
36357,US,"Bright and pure, with high natural acidity framing ripe flavors of peaches, pineapples, limes, kiwi fruits and smoky, oaky vanilla. Classic Edna Valley Chardonnay.",Wolff Vineyard,88,20.0,California,Edna Valley,Central Coast,,,Mount Eden Vineyards 2006 Wolff Vineyard Chardonnay (Edna Valley),Chardonnay,Mount Eden Vineyards
75236,US,"You can smell the Zinniness a mile away with the first teasings of wild berries, forest nettles, licorice, exotic spices, tobacco and dried currants. It's a rich, softly tannic wine, and quite successful, although it is a little ripe in the finish.",Barn Owl Zin,88,19.0,California,Paso Robles,Central Coast,,,Birdland 2010 Barn Owl Zin Zinfandel (Paso Robles),Zinfandel,Birdland
101821,US,"A fragrant cherry-blossom scent accentuates the fresh red-raspberry and strawberry notes on the nose and palate of this delicious, easy-drinking sparkling. Lush and ripe, the Cuvée Carnaval would be a lovely apéritif for late-summer entertaining.",Cuvée Carnaval,87,27.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Sparkling Pointe NV Cuvée Carnaval Sparkling (North Fork of Long Island),Sparkling Blend,Sparkling Pointe
14778,Italy,"Bright and structured, this savory wine opens with intense aromas of crushed tomato vine, gooseberry and hay. The vibrant palate delivers layers of juicy white peach, honeydew melon, lemon and a hint of ginger alongside crisp acidity. There's so much to enjoy here!",Castel Ringberg,91,28.0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Elena Walch 2015 Castel Ringberg Sauvignon (Alto Adige),Sauvignon,Elena Walch
54592,Austria,"A soft, pale rosé with caramel, red fruit  and fresh acidity, finished with light sweetness. The acidity gives an extra dose of refreshment. Screwcap.",Hesperia,84,14.0,Kremstal,,,Roger Voss,@vossroger,Felsner 2007 Hesperia Rosé (Kremstal),Rosé,Felsner
107616,France,"Pol Roger's excursion into a bone-dry Champagne brings a house style with natural weight up against an almost bony wine style. The resulting mix is certainly dry, edgy, very crisp, leaning towards austere. Extra bottle time would help the wine to gain weight and flesh out the structure.",Pure Brut Nature,91,57.0,Champagne,Champagne,,Roger Voss,@vossroger,Pol Roger NV Pure Brut Nature  (Champagne),Champagne Blend,Pol Roger
109799,US,"A first rate Zinfandel, as rich as they come, brimming with intense mountain fruit flavors of blackberries, black currants and cola, with Zin's black pepper and a savory taste of grilled Canadian bacon. Lush, smooth and tannic, it's a beautiful wine to drink now with beef stew or even a coq au vin-style dish.",Eastern Exposures,91,45.0,California,Napa Valley,Napa,,,Storybook Mountain 2008 Eastern Exposures Zinfandel (Napa Valley),Zinfandel,Storybook Mountain
108586,US,"A simple, diluted and somewhat intensely ripe white, this is youthful, still tense and one-dimensional.",,83,35.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Havens 2014 Chardonnay (Napa Valley),Chardonnay,Havens
126629,Italy,"Aromas of tomato vine, hay and passion fruit unfold in the glass. The crisp, linear palate offers white grapefruit, mango, a hint of oak-driven spice and mineral alongside bright acidity that leaves a clean finish.",Castel Giovanelli,89,39.0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Caldaro 2014 Castel Giovanelli Sauvignon (Alto Adige),Sauvignon,Caldaro
39100,France,"Yellow peach, honeysuckle and russet pear combine in a very inviting nose. The palate amalgamates these flavors even more, bathing them in tangy but sightly sweet orange notes. The result is a bullet of flavor and freshness, balanced, friendly and very moreish. The finish is off dry and wonderfully clean and spicy.",Les Princes Abbés,91,23.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaines Schlumberger 2015 Les Princes Abbés Gewurztraminer (Alsace),Gewürztraminer,Domaines Schlumberger
124215,US,"A wine of intense acidity, this Verdejo, usually native to Spain, is sourced from relatively cool Clarksburg and has a salty, herbal quality to it, more fennel and cedar than tropical fruit, and a light, woody finish.",Heringer-Holland Vineyard,85,19.0,California,Clarksburg,Central Valley,Virginie Boone,@vboone,Riaza 2012 Heringer-Holland Vineyard Verdejo (Clarksburg),Verdejo,Riaza
26152,Italy,"Made with 100% Pinot Nero, this lively sparkler offers sensations of red berry, tangerine, a hint of pastry dough and a dash of cake spice. Crisp acidity lifts the creamy texture.",Rosé,89,45.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Barone Pizzini 2012 Rosé Pinot Nero (Franciacorta),Pinot Nero,Barone Pizzini
14367,US,"Rich in texture but lean in fruit flavor, this medium-bodied wine relies on a buttery aroma and flavor to carry its weight while light apple cider and crisp melon notes add interest. The mouthfeel is nicely viscous, which contributes to a lingering finish.",,89,24.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Skinner 2015 Grenache Blanc (El Dorado),Grenache Blanc,Skinner
10276,US,"Smooth and complex, this is dry and softly tannic, with pleasant blackberry, black currant, spice and cedar flavors. Ready to drink now.",,88,18.0,California,Sonoma County,Sonoma,,,Louis M. Martini 2010 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Louis M. Martini
26744,Italy,"Toasted oak, pressed flower, exotic spice and aromatic herb aromas emerge on this firmly structured wine. The mature palate doles out dried black cherry, iron, coffee, sage and anise accompanied by close grained tannins that give the finish grip. A hint of graphite announces the close.",Martinella,90,35.0,Sicily & Sardinia,Etna,,Kerin O’Keefe,@kerinokeefe,Vivera 2011 Martinella  (Etna),Red Blend,Vivera
51965,France,"This wine is still young, reveling in its bright fruit and mineral texture. Drawn from Côte des Blancs vineyards, it's tight, tense and loaded with citrus fruit. With its finely crisp aftertaste, it's delicious now for its fruit but will also be great from 2020, once its toasty character develops more fully.",Blanc de Blancs Brut,93,80.0,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 2010 Blanc de Blancs Brut  (Champagne),Champagne Blend,Deutz
39226,Italy,"Alluring aromas of menthol, red berry, rose and herb lift out of the glass. The rounded solid palate offers raspberry, morello cherry, a touch of clove and a hint of cinnamon framed in firm tannins. It's straightforward by Barolo standards but it's appealing and already almost accessible. Drink after 2021.",Riserva,89,30.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Cantina Terre del Barolo 2011 Riserva  (Barolo),Nebbiolo,Cantina Terre del Barolo
101308,Portugal,A strange orange-pink color for a wine that is somewhere between fruity and sweet and acid and bitter. This one hasn't found a balance.,Companhia das Lezírias Herdade de Catapereiro,82,12.0,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Companhia das Lezírias Herdade de Catapereiro Rosé (Tejo),Rosé,Wines & Winemakers
67550,Chile,"Spicy and dry on the nose, with red cherry, plum and candied sweetness. The palate has good body and feel, with medicinal plum and berry flavors along with an olive accent. Juicy and forward, with a lightly herbal finish.",Sepia Reserva,86,10.0,Maipo Valley,,,Michael Schachner,@wineschach,Vistamar 2009 Sepia Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Vistamar
125489,US,"A fine, brisk Chardonnay, marked by acidity and minerals and a certain elusiveness. But at its core are amazingly ripe tropical fruit, honey and vanilla flavors, with additional richness from oak. Good price for a Carneros Chard of this elegance and complexity.",,90,25.0,California,Carneros,Napa-Sonoma,,,Saintsbury 2011 Chardonnay (Carneros),Chardonnay,Saintsbury
60628,US,"Esterlina's Dry offering is smooth, crisp and yes, dry, with a lot of light lemon scents and flavors. Would pair well with seafood or lemony chicken.",Dry,87,22.0,California,Cole Ranch,,Virginie Boone,@vboone,Esterlina 2010 Dry Riesling (Cole Ranch),Riesling,Esterlina
2353,US,"There's lots of rich Chardonnay character in this affordable wine. It's rich with vanilla, buttered toast, honey, orange and pineapple-jam flavors, with brisk acidity providing balance. Great price for a Chard this good.",Annabella Special Selection,88,13.0,California,Sonoma County-Napa County,Napa-Sonoma,,,Michael Pozzan 2011 Annabella Special Selection Chardonnay (Sonoma County-Napa County),Chardonnay,Michael Pozzan
92310,US,"With a dark oak profile, this wine blends Merlot with Malbec, the two combining to offer cinnamon, clove, cedar and herb. The fruit tends more red than black, and is friendly but a touch puckering and dry.",District 3,84,17.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Sonoma Collection 2013 District 3 Red (Sonoma Valley),Red Blend,Sonoma Collection
116151,Germany,"Racy and deeply mineral, yet buoyantly fruity, this wine embodies the best from the Mosel's fantastic 2015 vintage. It's lavishly forward in ripe yellow peach, apricot and honeydew flavors, yet bracingly high in acidity. Satisfyingly rich in extract yet feather light, it finishes long, with shards of slate and crushed mineral. Stunning already, it should continue to improve through 2030, likely beyond.",Scharzhofberger Spätlese,95,175.0,Mosel,,,Anna Lee C. Iijima,,Egon Müller 2015 Scharzhofberger Spätlese Riesling (Mosel),Riesling,Egon Müller
128480,France,"Soft wine, the Merlot in the blend giving a round character to the texture. It is juicy, fruity, a gentle, mellow wine that seduces by its delicious ripe berry fruits. Its aging potential is there in the band of Cabernet tannins, but it's not a long-term wine.",,91,,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Pichon Longueville Comtesse de Lalande 2007  Pauillac,Bordeaux-style Red Blend,Château Pichon Longueville Comtesse de Lalande
103038,US,"Dark raspberry, barrel spice and smoke aromas are followed by medium-bodied fruit flavors. The tannins bring a slight sense of astringency. Perhaps some time in the bottle will help them settle.",Estate Vineyards,89,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Pepper Bridge 2014 Estate Vineyards Merlot (Walla Walla Valley (WA)),Merlot,Pepper Bridge
124360,France,"This wine is spicy, fruity and immediately attractiv with ripe yellow fruits as well as acidity and zesty lime. Balanced and refreshing, this lively wine is ready to drink.",,88,25.0,Burgundy,Mâcon-Fuissé,,Roger Voss,@vossroger,Christophe Cordier 2014  Mâcon-Fuissé,Chardonnay,Christophe Cordier
31531,US,"Light and dry, this Merlot is a good buy in an everyday wine. It has clean, earthy flavors of berries, cherries, red currants and herbs.",,84,10.0,California,California,California Other,,,McManis 2008 Merlot (California),Merlot,McManis
53001,Portugal,"A full and rich wine, almost too powerful and concentrated. It has great solid tannins, dark plum and chocolate flavors and a dense texture. It does need aging, so drink from 2016.",Alente Premium,87,14.0,Alentejo,,,Roger Voss,@vossroger,Cooperativa Reguengos de Monsaraz 2011 Alente Premium Red (Alentejo),Portuguese Red,Cooperativa Reguengos de Monsaraz
7467,US,"This spritzy, 100% Viognier wine delivers melon, citrus zest and floral flavors. It drinks dry, fresh, clean and tart—an unusual interpretation of the variety.",Falcon Series Frizzante,86,21.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Kestrel 2014 Falcon Series Frizzante White (Yakima Valley),White Blend,Kestrel
